clean_review,y
super phone range I buy mom use battery speechless thank xiaomi redmi,1
good,1
good mobile,1
good,1
nice,1
average mobile,1
perfect phone battery camera I like redmi note 9 pro,1
nice,1
good product nice,1
nice,1
super product,1
good,1
good look,1
nice product battery backup awesome,1
wonderful good performance,1
good mobile,1
good,1
value money,1
nice one,1
osm,1
good phoen short rang amount,1
super good condition mobile super puchar mi mobile tnx flipkart,1
value money,1
value money,1
nice phone good mondey camera improve well,1
good mobile,1
excellent camera good look good performance nice mobile affordable pricethank flipkart quick delivery,1
amazing battery life rear camera good enough front camera also good give pretty accurate look make nose look big af like old phoneredmi 4 display also pretty goodlooks premium back bit like fingerprint magnethave use almost 2 week work well performance quite goodi would recommend buy good carbon fiber cover protect damage cuz look bit fragilei would recommend,1
nice good,1
nice product,1
super,1
well,1
good product low price clap hand thumb,1
nice,1
nice suparfentastik,1
guy amazing phone price range one must buy 3 gb 64 gb variant want big storage price range mi also enhance ui phone camera good rest everything awesome I really love phone thank flipkart thank mi,1
pros1 great display2 good music player subject good headphonesspeaker sound low3 value moneycons1 performance top notchbee octa core moment phone take second open appconclusion go itps phone heat muchjustifiable late update,1
good,1
nice mobile value money,1
nice mobile tqs flipkart,1
good,1
good choice,1
nice phone budget,1
I bring phone brothera look pretty happygood camera great displaybattery strong enough play game long time alsoand price 12kso must buy r plan get phone regular multitaskingwith sd660 run smooth knife butterflipkart delivery also super fast,1
phone really slim lite small screen like apple phone camera work fine color bit artificial music awesome processor average lag bit need improvement,1
nice performance,1
nice,1
fully satisfied specification,1
awesome phone price range camera quality good able click nice pic low light high resolution almost feature u think like phone processor fast nd furious I buy 6 gb ram awesome battery life 1 day full charge expect little split memory nd screen option pic I upload low dim light awesome,1
nice mobail I aspect camera allso good click good clarity,1
everything ok,1
phone xiaomi good phone ever note seriesit beast,1
nice,1
osm product,1
amazing phone smile face hearteyes smile face hearteyes I love beat heart heart arrow,1
nice phone,1
nice product,1
nature green awesome,1
nice mobile,1
nic mobileand tnq,1
wowwww,1
super good job,1
good product affordable price,1
excellent product value money friend function smooth play game watch video listening music good part need ear phone fm radio really charge fast review one month use thank flipkart timely deliver,1
get well phone price I write review use 10 month still smooth use battery screen camera music every thing excellent phone gyroscope available many high end phone love face blow kiss face blow kiss,1
purchase daughter I must say phone worth buy good phone price range sometime I feel camera quality well phone lightweight good touchhappy product,1
amoled display 55 sound 55 camera 54performance 6 gb ram 55 I like phone,1
nice product,1
good mobile screen size I look good part preinstalle mi application unnecessarily consume lot space,1
bad,1
nice mobile good work I enjoy,1
camera camera well picture quality redmi note 5pro 6pro skin tone lookslike iphone samsung sony camera needyo improve video recording quality48mp use I night mode goodvideo recording give depth effect within 1 meter object ok handdisplay _ look vibrant color warm tone display good ok handperformance super ok handawesome design ok hand,1
1good lick 2 nice feature 3 fast charging4 wonderful performance,1
awesome I satisfied nice smart phone thnk flikrt product,1
wow superb I love red heart thumb battery backup nice thumb thumb,1
nice thumb thumb,1
nice,1
I think phone suprb price range,1
good,1
overall phone look good first instance need update switch I find much time consume without update first work phone system must update prior incontext new version available acceptable basic must update clapping hand,1
nice phone,1
I love itsuper phone price range I would recommend every formal mobile user I buy dad satisfied product,1
value money,1
good mobile,1
excellent,1
write 2 day usecamera gooddisply awesome fhd high qualitythe main thing look device cute I love itgaime good lagand net work perfomance good red circle red circle red circle red circlebattery batterythe device battery give I lose performance drain fastly I thing phone 4000 mahthe perfomance 3000 mah battery onlyif want battery life phone buy thisyou want performance look phone go,1
awsm love,1
promise time phone well 8k,1
excellent phone xiomiequally excellent service flipkart,1
amazing,1
nice,1
note 5 pro budget phone,1
ok,1
nice phone,1
good,1
good product pro nice display good battery good camera well optimize value money product 4 gb variant nice deal gcam experience great grinning face big eye grin face big eyescon internet speed slow gps poor disappointed facemy opinion go 3 gb variant ultimate deal,1
good mobile snapdragon processer within pocket friendly,1
nice,1
nice good product thank flipkart thank mi,1
gud product value money,1
top performance camara good good baatery good backup,1
good,1
awesome mobile good delivery,1
good product verry less price,1
good phone,1
nice mobile,1
nice,1
good,1
awesome phone price rangecamera specially red heart,1
superior,1
nice look good battery life fast charge bad camera rating give consider price mobiledesign 910software 710display 710battery charge 910 I would give 10 include fast charger boxcamera 310 worseperformance 710,1
back camara aswom selfi adequate,1
good price value money sure,1
nice budget phone 8k work fine con little small screen screen body ratio little lessoverall good may well,1
nice,1
phone meet expectationsawesome phone also like get invoice I think would get phone smooth experience photo greatvery good batery life,1
overall good phone mi cheat people confuse 4 camera concept u put finger main camera see anything remain 3 camera quad camera phone,1
good product,1
budget I say great one go good mobile especially display quality dedicate memory card slot sound look excellent play pubg overall excellent product budget even I say one give product budget,1
buy 9999 additional 1000 discount good model available budgetawesome camerawork great pro modeclick unbelievable photo google cameraexcellent battery lifeappearance satisfactorydesign could well hand friendlyoverall performance good even high graphic game,1
I like produce,1
nice product budget segment overall work smoothly good phone accord price,1
awesome clapping hand raise fist thumb,1
amazing phone bettery good camera good good,1
I like flipkart service awesome I get veryyy fast delivery thank flipkart good service,1
worth moneyaffordable price mobile,1
nice,1
nice performance,1
excellent,1
mobile good,1
good product,1
great product great price love camera,1
thumb thumb upvery good product thumb thumb,1
good,1
excellent phone fast camera excellent delivery fast good flipkart,1
thank flipkart help replacement phone issue solve,1
good mobile,1
battery really good camera also nice display could much bright still nice overall phone worthy I like design,1
excellent,1
mobile good good camera good battery backup look good 1 problem device network problem 2 friend also bring mobile also suffer problem I request mi please solve problem regard network issue able use mobile datum please soon soon solve problem thankyou,1
2 week experience1 excellent performance 10102excellent battery 1010 1 hr pubg 153fast charge 910 0100 1hr 15 min4camera 810 low light perfomence could well 5 value money 100100con 1slow face I 2 little heavy 190gm3no ip68 certification,1
nice product,1
good camera phone,1
nice,1
nice product finger print sensor,1
good,1
great,1
good product price,1
highly recommend nice phone budget good featuresdisplay little well,1
nice,1
veryveryveryfast deliveryi happyorder18 delivery 19 fast,1
nice,1
nice phone,1
one sentence complete phone expectation,1
nice mobile clearty good I happy get mobile kissing face closed eye hug face,1
phone come fast charger think phone support qualcomm quick charge 40 literally take 2 hour charge 100 0 camera quality awesome first picture phone make heart meltdown tough find back case protect camera camera lens bumpy I disappointed flipkart sort problem I face order phone overall I happy product disappointed flipkart response,1
ok,1
product completly superb I like product,1
super good,1
good thumb hundred point,1
nice ph looking good much well middle range phone thumb,1
good,1
nice product thank flipkart,1
super go red good blue performance exalent available phone vor black marketing go plse solve problem purpose I give 54 happy,1
good,1
supppppprrrrrrrrrrrr phone,1
good,1
nice price good mobile,1
product nice thumb,1
nice,1
supper,1
product awsm,1
good,1
go budget super use 78 day I notice processor little bit disappointed I month maybe cause lot problem overall everything good well battery backup good charger come phone fast charger take 34 hrs get full charging,1
super product camera dispose good,1
nice phone 4999evry thing gooddont go negetive cmnt,1
good product,1
good quality I really love much good service thumb smile face hearteyes,1
redmi 5a,1
awesome product fast delivery tq,1
ok,1
hang image,1
good nice look mobile,1
good product every one buy,1
good phone ever,1
nice phone,1
nice,1
super mobile,1
one good thing get mi mobile 64 gb storage price pointlook decentperformance performance good easily play heavy game like asphaltmemory management also good program leave standby open leave ui I really personally likeoverall phone good value money,1
good mobile rate,1
well,1
nice,1
bmb phone h yaarmy mother happy get phone smile face hearteyes,1
mobile nice display nice camera nice battery effect kaam hai,1
redmi note 5 pro awesome camera 2 good,1
camera good battery backup strong cost amazing phone due heavy battery weight like mobileback design awesomeyou purchase without hesitation,1
review 2 month usagebest smartphone 20k price range feel sleek n premium hand black color looks dope heating issue I face lagsreboot etc yet battery backup excellent heavy usage last 2 day processor fast n snapy camera decent call quality signal reception excellent display crisp n clear,1
nice product,1
touch smoothdisplay quality goodhandle grip mobile goodbattery goodnet speed also goodthank flipkart,1
good product,1
happy,1
good product price rangebut bettary good,1
good,1
superb nice phone,1
I happy,1
I order 2 pcs mi 4i I use samsung s3 s5 present phone feel good hand easy hold screen resolution nice I find interface phone bit dull font small notification panel icon highlight less turn make hard distuinguish whether feature turn goodi light weightii nice screeniii lot option customizationiv useful preinstalle appsv nice battery backup,1
duper,1
mobile good due lockdown price high,1
excellent battery backup smooth silky touch screen quick performance processorstylish designhandy mobile 18watts fast chargerdoesnt well mobile low cost7999rsworth every penny,1
good,1
super,1
good,1
display poorbattery capacity maintenance prettycamera nicebut okayfinally okay processer love mi,1
good,1
budget friendly smartphone,1
good thumb thumb thumb,1
thank,1
good mobile 4 gb ram64 gb rom 16 59 cm6 53 inchhddisplay 13mp2mp print camera 5000 mah battery fingerprint mobile,1
excellent choice,1
brilliant phone pricepros1display good display device provide 20kcolors natural specially sunlightsunlight display incomparable device2camera rear front camera take brilliant shot color natural less noisy even lowlight dark room flash shot expectation dualtone flash work perfectvideo video recording also mark3design build good design 5 inch,1
front camera good note7pro well mi note6pro flexible work sensor fast not7pro look design ing excellent gorgeousand display good hdf2 battery superb work everything good note7pro mi,1
super,1
camera goodcamera low quality handset good battery backup good,1
good range,1
ok good,1
nice,1
good mobile,1
nice worth able money,1
write review 1 month usageexcellent product amazing camera love itthe body certainly fingerprint magnet decent cover help I move phone mi a2 seem like worthy upgradeperformance 910camera 910battery 1010display 810 amoled display would nice,1
nice mobile good,1
good product,1
fab,1
awesome service flipkart get deliver 23 hour without pay anything extra sort quick delivery phone awesome mid range gaming machine run game smoothly lot ram 4 gb run like 1520 app time camera quality average good bright daylight noisy low lighting condition front camera average fine daylight suck low light expect iphone like selfie internal emmc,1
nice,1
nice mobile,1
good,1
excellent,1
superb,1
price segment mobile awsum superb camera great performance loud speaker powerful battery totally worth value money,1
bad,0
good product camera good bad,0
camera quality lowsound quality incoming go speaker also low frequencyeven u watch movie use speaker phonevery low frequency sound,0
hang problem,0
good small amount,0
wor mobileso meny problem redmi 9a charger mobile mobile phone arrow heating issue low camera camera flash camera quality please buy product,0
bad product,0
speaker issue,0
good,0
hang,0
I happybut good,0
bad faulty camera,0
bad,0
good phone lag open app,0
okok product time hang,0
ram poor hang,0
delivery person bad,0
product redmi 9a god I would suggest increase length charge cable exist length short difficult customer thing I want point customer,0
slow,0
camera good processor lazy,0
value money,0
gifted item never speak,0
ram bad,0
nice product thumb thumb thumb,0
I satisfied,0
little bit slow,0
average,0
bad,0
good product delivery toda let I I happy thank ekart team,0
sound less,0
nice,0
redmi 9 I much well,0
nice,0
good really coz month start hang less I know I buy never ever,0
ok,0
isa good phone,0
good,0
mobile work properly,0
good phone,0
coverno screen gard asesari phone charger,0
good,0
ok ok,0
nice,0
picture quality poor,0
playstore work,0
camara quality average,0
nice phone,0
good,0
good product,0
camera build quality good,0
bad cameramoderate performancegood battery,0
well,0
flipkart last 2 product delivery I face problem I receive phone 15 day bad experiance go laptop table I think I must see next well option online shopping,0
lovely smartphone,0
good phone,0
mast mobile,0
nice,0
network work properlyalso internet run properlynetwork good roof,0
good,0
value money,0
nice,0
everything okaybut back coverso I happy,0
give price well smile face smile eye,0
excellent,0
nice product,0
feel hang issue,0
bad,0
mobile redmi 9a fantastic fast delivery reall,0
average phone,0
I suggest u buy mobile u look phone range 70008000 ruppe,0
good quality,0
moderate,0
thik phone battery bad,0
average,0
ok,0
nice mobile,0
satisfied,0
poor camera quality,0
attraction pricenot much worthybuy budget issue,0
nice way see price worth,0
bad,0
good product camera good bad,0
camera quality lowsound quality incoming go speaker also low frequencyeven u watch movie use speaker phonevery low frequency sound,0
hang problem,0
good small amount,0
wor mobileso meny problem redmi 9a charger mobile mobile phone arrow heating issue low camera camera flash camera quality please buy product,0
bad product,0
speaker issue,0
good,0
hang,0
I happybut good,0
bad faulty camera,0
bad,0
good phone lag open app,0
okok product time hang,0
ram poor hang,0
delivery person bad,0
product redmi 9a god I would suggest increase length charge cable exist length short difficult customer thing I want point customer,0
slow,0
camera good processor lazy,0
value money,0
gifted item never speak,0
ram bad,0
nice product thumb thumb thumb,0
mobile good battery perform superb sometimes hang,0
good,0
little bit slow,0
average,0
bad,0
good product delivery toda let I I happy thank ekart team,0
sound less,0
nice,0
redmi 9 I much well,0
nice,0
good really coz month start hang less I know I buy never ever,0
ok,0
isa good phone,0
good,0
mobile work properly,0
good phone,0
coverno screen gard asesari phone charger,0
good,0
ok ok,0
nice,0
picture quality poor,0
playstore work,0
camara quality average,0
nice phone,0
good,0
good product,0
camera build quality good,0
bad cameramoderate performancegood battery,0
well,0
flipkart last 2 product delivery I face problem I receive phone 15 day bad experiance go laptop table I think I must see next well option online shopping,0
lovely smartphone,0
good phone,0
mast mobile,0
nice,0
network work properlyalso internet run properlynetwork good roof,0
good,0
value money,0
nice,0
everything okaybut back coverso I happy,0
give price well smile face smile eye,0
excellent,0
nice product,0
feel hang issue,0
bad,0
mobile redmi 9a fantastic fast delivery reall,0
average phone,0
I suggest u buy mobile u look phone range 70008000 ruppe,0
good quality,0
moderate,0
thik phone battery bad,0
average,0
ok,0
nice mobile,0
satisfied,0
poor camera quality,0
attraction pricenot much worthybuy budget issue,0
nice way see price worth,0
bad,0
good product camera good bad,0
camera quality lowsound quality incoming go speaker also low frequencyeven u watch movie use speaker phonevery low frequency sound,0
hang problem,0
good small amount,0
wor mobileso meny problem redmi 9a charger mobile mobile phone arrow heating issue low camera camera flash camera quality please buy product,0
bad product,0
speaker issue,0
good,0
hang,0
I happybut good,0
bad faulty camera,0
bad,0
good phone lag open app,0
okok product time hang,0
ram poor hang,0
delivery person bad,0
product redmi 9a god I would suggest increase length charge cable exist length short difficult customer thing I want point customer,0
slow,0
camera good processor lazy,0
value money,0
gifted item never speak,0
ram bad,0
nice product thumb thumb thumb,0
mobile good battery perform superb sometimes hang,0
good,0
little bit slow,0
average,0
bad,0
good product delivery toda let I I happy thank ekart team,0
sound less,0
nice,0
redmi 9 I much well,0
nice,0
good really coz month start hang less I know I buy never ever,0
ok,0
isa good phone,0
good,0
mobile work properly,0
good phone,0
coverno screen gard asesari phone charger,0
good,0
ok ok,0
nice,0
picture quality poor,0
playstore work,0
camara quality average,0
nice phone,0
good,0
good product,0
camera build quality good,0
bad cameramoderate performancegood battery,0
well,0
flipkart last 2 product delivery I face problem I receive phone 15 day bad experiance go laptop table I think I must see next well option online shopping,0
lovely smartphone,0
good phone,0
mast mobile,0
nice,0
network work properlyalso internet run properlynetwork good roof,0
good,0
value money,0
nice,0
everything okaybut back coverso I happy,0
give price well smile face smile eye,0
excellent,0
nice product,0
feel hang issue,0
bad,0
mobile redmi 9a fantastic fast delivery reall,0
average phone,0
I suggest u buy mobile u look phone range 70008000 ruppe,0
good quality,0
moderate,0
thik phone battery bad,0
average,0
ok,0
nice mobile,0
satisfied,0
poor camera quality,0
attraction pricenot much worthybuy budget issue,0
nice way see price worth,0
worth money sometimes sometimes worthless camera department bad battery good gamer buy phonecharger usb normal 10w charger take 2 hr 100 charging I think mobile good normal user finally I recommend go realme 6i price segment thumb thumb thumb,0
poor camera battery nice,0
cmaera bad 2 mp camera work bad buy phone,0
low quality camera,0
camara good,0
bad phone please buy product situation,0
bad camera quality,0
mobile good camera ok,0
bad quality camera honour response issue relate product,0
camera bad,0
poor camera quality frist time unsatisfied xiaomi,0
bad phoncamra badbattery backup badsouund quality bad,0
cheap quality value money,0
camera good,0
waste money range,0
camera quality bad,0
normal,0
battery capacity well bad camera,0
first time disappoint mi phone slow,0
bad experience phone bad ecommerce assurance buyer,0
good one value money,0
phone good good camera 3 battery 5 display 4 value money 4,0
bad camera,0
good quality good battery phone awesome backhand index pointing right starstruck fold hand fold hand mobile phone mobile phone face blow kiss,0
I use phone three month display completely crack thing tuffan glass clear nothing happen inner display huge crack really disappointed disappointed face bad mobile phone ever persevere face pout face,0
nice product,0
camera camera problem,0
display automatically stop,0
camera good,0
bad mobile redmi 9,0
nicecol,0
poor quality,0
nice product,0
good,0
bed phone,0
good build quality product look goodcamera upto mark front camera good,0
good,0
nice,0
camara low qualitynd mobile phone good quality,0
good fone average class person,0
good,0
must buy amazing,0
good,0
sound daimej,0
ok,0
well product I receive good seal box break,0
bad,0
handset ok butwhy I nobattery backup gud,0
gud,0
bad mobile charger sufficient ctype charger redmi 8a ctype I like phone,0
good,0
volume low,0
sim 2 failure,0
rhe product good,0
phone good expect redmi phone usb port charger camera expect,0
verry poor quality,0
mobile phone radmi 9,0
average product,0
good,0
display work many patch display,0
camara good face rolling eye,0
bad display full dimm light,0
poor mibile baitry fine,0
nice phone battey cemra,0
good product,0
bad product,0
ok,0
battery good,0
great expect well,0
good,0
ok,0
well choice,0
good product,0
camera good,0
nice,0
good,0
waste,0
vgd phone camera good,0
normal mobile,0
ok ok product,0
super,0
good,0
good,0
love product,0
bad phone,0
gd,0
good,0
phone geeting hang use,0
camera quality bad otherwise okay,0
overheat,0
good except camera quality,0
pathetic product pathetic service,0
avarage,0
totally bad experience day go good heating essue come end replacement policy day camera bad picture quality go bad money,0
good,0
see yellow colour screen even wear yellow cloth take photo turn bottle green colour make product ridiculous,0
bad,0
time mobile use hang problem,0
everage,0
camera good enough otherwise ok cowboy hat face,0
ok,0
nice,0
I bring 2 month feel well phone battery bad,0
smart phone,0
I recieve refurbish mobileit getting automatically switch speak sound also go,0
nice camera good,0
switch mobile,0
I get headset,0
ok,0
buy support video call directly google speak work properly hat product,0
good phone,0
1 normal short phone charger2 camara average3 battery average4 phone look good5 11k high,0
good product price range,0
bad mobile range,0
camera performance poor,0
nice product,0
bad,0
bad,0
ok,0
nice good,0
bad phone,0
offline store good price 9900 online price 10685 poor buy customer please help store buy flipkart side give I return payment 699 return,0
bad back camera clearity,0
camera quality good,0
buy product totally weste money camera clarity poor return request reject flipcart,0
camera quality poor,0
camera quality low,0
bad qualityplease buy tha mobile,0
buy product u get good product price brand,0
budget phone,0
good,0
nice product,0
bad ever mi product really disappoint,0
camera good,0
I disappointed bcz make china product camera good,0
phone I expect camera quality pathetic,0
phone hang worth getting switch,0
camera bed satisfied,0
fast deliver unexpected time thank flipkart good service,0
unprofessional behaviour show flipkart bad experience flipkart phone ok,0
poor camera,0
camera upto mark,0
average mobile,0
talk overall point product 310 average,0
product heated use basically internet use,0
dull camera quality guysdont buy itu get well segment,0
bad,0
well,0
camera quality poor sound quality bad service flipkart bad technician visit 4 time return phone,0
nice,0
I much disapointed bcoz description camera give 8megapixel selfie 138 megapixel rear orginally 2and 5 much badlly cheatedby flipkart good waste money please go,0
bad,0
good one,0
front rear camara poor display good,0
camera poor exalent price,0
average,0
bad,0
ok good,0
camera quality low,0
front camera good blur photo,0
good one,0
camara specification show 13 mp 8 mp 8 mp front camara flipkart I get product camara 13 mp 2 mp 5 mp selfie camara bad experience,0
good I like,0
flipkart policy good,0
good,0
nice thank flipcart camera quality good,0
poor mobile network work proper,0
charger cable ia short,0
average mobile,0
good product,0
purchase product totally west monybcoz camera quality poor,0
first time utterly dissappointe xiaomi,0
pathetic performance,0
phone,0
camera battery good,0
good overall allow watermark shoot ai camera phto,0
well,0
working good delivery time good,0
bad quality camera,0
okay,0
bad product,0
worth money sometimes sometimes worthless camera department bad battery good gamer buy phonecharger usb normal 10w charger take 2 hr 100 charging I think mobile good normal user finally I recommend go realme 6i price segment thumb thumb thumb,0
poor camera battery nice,0
cmaera bad 2 mp camera work bad buy phone,0
low quality camera,0
camara good,0
bad phone please buy product situation,0
bad camera quality,0
mobile good camera ok,0
bad quality camera honour response issue relate product,0
camera bad,0
poor camera quality frist time unsatisfied xiaomi,0
bad phoncamra badbattery backup badsouund quality bad,0
cheap quality value money,0
camera good,0
waste money range,0
camera quality bad,0
normal,0
battery capacity well bad camera,0
first time disappoint mi phone slow,0
bad experience phone bad ecommerce assurance buyer,0
good one value money,0
phone good good camera 3 battery 5 display 4 value money 4,0
bad camera,0
good quality good battery phone awesome backhand index pointing right starstruck fold hand fold hand mobile phone mobile phone face blow kiss,0
I use phone three month display completely crack thing tuffan glass clear nothing happen inner display huge crack really disappointed disappointed face bad mobile phone ever persevere face pout face,0
good,0
waste ur money hang month careful,0
nice product,0
camera camera problem,0
display automatically stop,0
camera good,0
bad mobile redmi 9,0
poor quality,0
nice product,0
good,0
bed phone,0
good build quality product look goodcamera upto mark front camera good,0
good,0
nice,0
camara low qualitynd mobile phone good quality,0
good fone average class person,0
good,0
must buy amazing,0
good,0
sound daimej,0
ok,0
well product I receive good seal box break,0
bad,0
handset ok butwhy I nobattery backup gud,0
gud,0
bad mobile charger sufficient ctype charger redmi 8a ctype I like phone,0
good,0
volume low,0
sim 2 failure,0
rhe product good,0
phone good expect redmi phone usb port charger camera expect,0
verry poor quality,0
mobile phone radmi 9,0
average product,0
good,0
display work many patch display,0
camara good face rolling eye,0
bad display full dimm light,0
poor mibile baitry fine,0
nice phone battey cemra,0
good product,0
bad product,0
ok,0
battery good,0
great expect well,0
good,0
ok,0
well choice,0
good product,0
camera good,0
nice,0
good,0
waste,0
vgd phone camera good,0
normal mobile,0
ok ok product,0
super,0
good,0
good,0
love product,0
bad phone,0
gd,0
good,0
phone geeting hang use,0
camera quality bad otherwise okay,0
overheat,0
good except camera quality,0
pathetic product pathetic service,0
avarage,0
totally bad experience day go good heating essue come end replacement policy day camera bad picture quality go bad money,0
good,0
see yellow colour screen even wear yellow cloth take photo turn bottle green colour make product ridiculous,0
bad,0
time mobile use hang problem,0
everage,0
camera good enough otherwise ok cowboy hat face,0
ok,0
nice,0
I bring 2 month feel well phone battery bad,0
smart phone,0
I recieve refurbish mobileit getting automatically switch speak sound also go,0
nice camera good,0
switch mobile,0
camera brightness absolutely useless,0
good,0
phone many android application work properly,0
wow,0
I get headset,0
ok,0
buy support video call directly google speak work properly hat product,0
good phone,0
1 normal short phone charger2 camara average3 battery average4 phone look good5 11k high,0
good product price range,0
bad mobile range,0
camera performance poor,0
nice product,0
bad,0
bad,0
ok,0
nice good,0
bad phone,0
offline store good price 9900 online price 10685 poor buy customer please help store buy flipkart side give I return payment 699 return,0
bad back camera clearity,0
camera quality good,0
buy product totally weste money camera clarity poor return request reject flipcart,0
camera quality poor,0
camera quality low,0
bad qualityplease buy tha mobile,0
buy product u get good product price brand,0
budget phone,0
good,0
nice product,0
bad ever mi product really disappoint,0
camera good,0
I disappointed bcz make china product camera good,0
phone I expect camera quality pathetic,0
phone hang worth getting switch,0
camera bed satisfied,0
fast deliver unexpected time thank flipkart good service,0
unprofessional behaviour show flipkart bad experience flipkart phone ok,0
poor camera,0
camera upto mark,0
average mobile,0
talk overall point product 310 average,0
product heated use basically internet use,0
dull camera quality guysdont buy itu get well segment,0
bad,0
well,0
camera quality poor sound quality bad service flipkart bad technician visit 4 time return phone,0
nice,0
I much disapointed bcoz description camera give 8megapixel selfie 138 megapixel rear orginally 2and 5 much badlly cheatedby flipkart good waste money please go,0
bad,0
good one,0
front rear camara poor display good,0
camera poor exalent price,0
average,0
bad,0
ok good,0
camera quality low,0
front camera good blur photo,0
good one,0
camara specification show 13 mp 8 mp 8 mp front camara flipkart I get product camara 13 mp 2 mp 5 mp selfie camara bad experience,0
good I like,0
flipkart policy good,0
good,0
nice thank flipcart camera quality good,0
poor mobile network work proper,0
charger cable ia short,0
average mobile,0
good product,0
purchase product totally west monybcoz camera quality poor,0
first time utterly dissappointe xiaomi,0
pathetic performance,0
phone,0
camera battery good,0
good overall allow watermark shoot ai camera phto,0
well,0
working good delivery time good,0
bad quality camera,0
okay,0
bad product,0
accept camera picture quality good budget phone,0
smart phone I use 2 month batery backup good perfomance slow,0
look good performance slow bad working,0
waste money poor facility,0
nice,0
camera quality lowpoor quality pouting face,0
poor network connectivity,0
camera quality poor,0
super mobile phone,0
old sync issue xiomicontact reflect phone bookhave try everything resolve matterbut someone call name show along nounable save new numberwhen try save contact getting fail show contact list update,0
good mobile phone thumb thank u flipkart fast deliver,0
bad camera,0
bad phone ever mi low quality camera performance like 3gp cera,0
price soo high product poor accord price I satisfied product,0
mobile adapter heating contact flipkart response discomforte support provide even replacement product shut shop make sure right quality product,0
bad phone buy delivery agent behaviour also good,0
good product battery capacity low,0
use one month I find processor react slowly camera average,0
good,0
average,0
bad,0
good,0
average,0
unbox phone look nasty dust I could find really look like open box first time flip kart keep eye packaging deliver sell productotherwise phone work properly front camera poor white formation occur take picture,0
hang problem,0
heavy weight back colour show flipkart app batter backup ok ok,0
excellent,0
average performance mobile without fingerprint,0
ok good,0
heat hang happen worthy moneywast,0
nice thumb ok hand,0
colour mismatch,0
fantastic mobile,0
good,0
nice,0
exellent product,0
battery backup low,0
good per price,0
youtube work,0
good mobile,0
nice,0
worthy,0
mobile goodthe well super problem camera much quality,0
nice set,0
pathetic performance device simple game work,0
nice product definitely feel slow response speed,0
average,0
everything fine except camera,0
buy product within one month motherboard failure,0
nice mobile,0
bakwash phone,0
good phone range,0
camera quality poor,0
good,0
good mobile,0
value money nahi hai yeh,0
accept camera picture quality good budget phone,0
smart phone I use 2 month batery backup good perfomance slow,0
look good performance slow bad working,0
waste money poor facility,0
nice,0
camera quality lowpoor quality pouting face,0
poor network connectivity,0
camera quality poor,0
super mobile phone,0
old sync issue xiomicontact reflect phone bookhave try everything resolve matterbut someone call name show along nounable save new numberwhen try save contact getting fail show contact list update,0
good mobile phone thumb thank u flipkart fast deliver,0
bad camera,0
bad phone ever mi low quality camera performance like 3gp cera,0
price soo high product poor accord price I satisfied product,0
mobile adapter heating contact flipkart response discomforte support provide even replacement product shut shop make sure right quality product,0
bad phone buy delivery agent behaviour also good,0
good product battery capacity low,0
use one month I find processor react slowly camera average,0
good,0
average,0
bad,0
good,0
average,0
ok thank,0
unbox phone look nasty dust I could find really look like open box first time flip kart keep eye packaging deliver sell productotherwise phone work properly front camera poor white formation occur take picture,0
hang problem,0
heavy weight back colour show flipkart app batter backup ok ok,0
excellent,0
average performance mobile without fingerprint,0
ok good,0
heat hang happen worthy moneywast,0
nice thumb ok hand,0
colour mismatch,0
fantastic mobile,0
good,0
nice,0
exellent product,0
battery backup low,0
good per price,0
youtube work,0
good mobile,0
nice,0
worthy,0
mobile goodthe well super problem camera much quality,0
nice set,0
pathetic performance device simple game work,0
nice product definitely feel slow response speed,0
average,0
everything fine except camera,0
buy product within one month motherboard failure,0
nice mobile,0
bakwash phone,0
good phone range,0
camera quality poor,0
good,0
good mobile,0
value money nahi hai yeh,0
accept camera picture quality good budget phone,0
smart phone I use 2 month batery backup good perfomance slow,0
look good performance slow bad working,0
waste money poor facility,0
nice,0
camera quality lowpoor quality pouting face,0
poor network connectivity,0
camera quality poor,0
super mobile phone,0
old sync issue xiomicontact reflect phone bookhave try everything resolve matterbut someone call name show along nounable save new numberwhen try save contact getting fail show contact list update,0
good mobile phone thumb thank u flipkart fast deliver,0
bad camera,0
bad phone ever mi low quality camera performance like 3gp cera,0
price soo high product poor accord price I satisfied product,0
mobile adapter heating contact flipkart response discomforte support provide even replacement product shut shop make sure right quality product,0
bad phone buy delivery agent behaviour also good,0
good product battery capacity low,0
use one month I find processor react slowly camera average,0
good,0
average,0
bad,0
good,0
average,0
unbox phone look nasty dust I could find really look like open box first time flip kart keep eye packaging deliver sell productotherwise phone work properly front camera poor white formation occur take picture,0
hang problem,0
heavy weight back colour show flipkart app batter backup ok ok,0
excellent,0
average performance mobile without fingerprint,0
ok good,0
heat hang happen worthy moneywast,0
nice thumb ok hand,0
colour mismatch,0
fantastic mobile,0
good,0
nice,0
exellent product,0
battery backup low,0
good per price,0
youtube work,0
good mobile,0
nice,0
worthy,0
mobile goodthe well super problem camera much quality,0
nice set,0
pathetic performance device simple game work,0
nice product definitely feel slow response speed,0
average,0
everything fine except camera,0
buy product within one month motherboard failure,0
nice mobile,0
bakwash phone,0
good phone range,0
camera quality poor,0
good,0
good mobile,0
value money nahi hai yeh,0
I buy family member quite happy product support dual sim camera quality appropriate honestly battery back good though obvious mi device,0
well,0
phone battery chargingdue adapter problemdo needful action,0
