clean_review,y,clean_review1,phone,camera,battery,delivery,processor
screen black color gradient problem low light camera good indoor device heat use 4k video record,0,"['screen', 'black', 'color', 'gradient', 'problem', 'low', 'light', 'camera', 'good', 'indoor', 'device', 'heat', 'use', '4k', 'video', 'record']",0.98529077,0.982466,0.9878643,0.98761195,0.9855042
ok,0,['ok'],0.9756506,0.9707663,0.97244656,0.94239324,0.97318304
amazing phone slim stylishheate find use google cam instead mi cam well output brightness saturation find day light mi cam photo even I turn ai pro coloroverall camera 355 main camera 35google camera 455macro camera55wideangle55display45performance35os smooth maybe fix futureaudio 45gooddual speaker 55overall value moneybattery 4 hrs heavy 6 hrs medium 8 hrs bas,0,"['amazing', 'phone', 'slim', 'stylishheate', 'find', 'use', 'google', 'cam', 'instead', 'mi', 'cam', 'well', 'output', 'brightness', 'saturation', 'find', 'day', 'light', 'mi', 'cam', 'photo', 'even', 'i', 'turn', 'ai', 'pro', 'coloroverall', 'camera', '355', 'main', 'camera', '35google', 'camera', '455macro', 'camera55wideangle55display45performance35os', 'smooth', 'maybe', 'fix', 'futureaudio', '45gooddual', 'speaker', '55overall', 'value', 'moneybattery', '4', 'hrs', 'heavy', '6', 'hrs', 'medium', '8', 'hrs', 'bas']",0.9813848,0.97100127,0.97791696,0.98558736,0.9742206
waste moneytouch screen problem screen upto mark issue therethey compromise touch screen make slimnot happydo buy disappointed mi,0,"['waste', 'moneytouch', 'screen', 'problem', 'screen', 'upto', 'mark', 'issue', 'therethey', 'compromise', 'touch', 'screen', 'make', 'slimnot', 'happydo', 'buy', 'disappointed', 'mi']",0.9795543,0.9755089,0.98255104,0.992306,0.98002505
touch screen work properlylot glitch software,0,"['touch', 'screen', 'work', 'properlylot', 'glitch', 'software']",0.9882735,0.99285746,0.9949008,0.97670543,0.99540436
heating issue phone amd feel much light claim company pay review average camera average performance,0,"['heating', 'issue', 'phone', 'amd', 'feel', 'much', 'light', 'claim', 'company', 'pay', 'review', 'average', 'camera', 'average', 'performance']",0.98405004,0.98110133,0.9865699,0.9889764,0.98406684
camera performance poor,0,"['camera', 'performance', 'poor']",0.9915452,0.9969666,0.99697435,0.95844734,0.99887776
totally disappointed display please buy mobile black crush issue flipkart replacement policy scam,0,"['totally', 'disappointed', 'display', 'please', 'buy', 'mobile', 'black', 'crush', 'issue', 'flipkart', 'replacement', 'policy', 'scam']",0.96588516,0.961599,0.96931165,0.99769115,0.96611387
mobile pixel damagednot give proper response,0,"['mobile', 'pixel', 'damagednot', 'give', 'proper', 'response']",0.9795532,0.9688341,0.9789163,0.99214983,0.9736093
display goodcamera average mobile light weight single handed use even though slim big mobile ultimately need two hand use seller badno refund available ppl please book u needa big mobile otherwise helplesswith flipkart policy,0,"['display', 'goodcamera', 'average', 'mobile', 'light', 'weight', 'single', 'handed', 'use', 'even', 'though', 'slim', 'big', 'mobile', 'ultimately', 'need', 'two', 'hand', 'use', 'seller', 'badno', 'refund', 'available', 'ppl', 'please', 'book', 'u', 'needa', 'big', 'mobile', 'otherwise', 'helplesswith', 'flipkart', 'policy']",0.97295094,0.96481615,0.9746831,0.9969919,0.9696075
solve heating issue,0,"['solve', 'heating', 'issue']",0.95629835,0.9445744,0.95680875,0.9979849,0.95031106
good product,0,"['good', 'product']",0.9748036,0.98875546,0.9876671,0.9669157,0.9905469
pathetic exchange service delivery guy intentionally downgrade value 9k device 5kfrauds cheater,0,"['pathetic', 'exchange', 'service', 'delivery', 'guy', 'intentionally', 'downgrade', 'value', '9k', 'device', '5kfrauds', 'cheater']",0.9820341,0.97614104,0.9826794,0.9914744,0.97955483
mobile one reason buy light waightreason buy mobile1 bad camera quality2 heating issue3 poor battery life4 slow charge speed5buggy operate system6not value money product,0,"['mobile', 'one', 'reason', 'buy', 'light', 'waightreason', 'buy', 'mobile1', 'bad', 'camera', 'quality2', 'heating', 'issue3', 'poor', 'battery', 'life4', 'slow', 'charge', 'speed5buggy', 'operate', 'system6not', 'value', 'money', 'product']",0.9814503,0.97439647,0.9815441,0.989897,0.9779907
dark mode bad black colour distribute properly third party app also double tap home screen lock phone always display visible second also unable use split screen use gesture mode,0,"['dark', 'mode', 'bad', 'black', 'colour', 'distribute', 'properly', 'third', 'party', 'app', 'also', 'double', 'tap', 'home', 'screen', 'lock', 'phone', 'always', 'display', 'visible', 'second', 'also', 'unable', 'use', 'split', 'screen', 'use', 'gesture', 'mode']",0.97896856,0.9770544,0.9842465,0.99164367,0.98169774
bad camera everi use lg g8x thinq superb phone one xiaomi confuse facemy reason choose phone overrate unbox youtube pay reviewsnever ever buy mi mobile soo much preinstalle appscreen also smooth I much dissatisfied thisno need buy go nord ce far well,0,"['bad', 'camera', 'everi', 'use', 'lg', 'g8x', 'thinq', 'superb', 'phone', 'one', 'xiaomi', 'confuse', 'facemy', 'reason', 'choose', 'phone', 'overrate', 'unbox', 'youtube', 'pay', 'reviewsnever', 'ever', 'buy', 'mi', 'mobile', 'soo', 'much', 'preinstalle', 'appscreen', 'also', 'smooth', 'i', 'much', 'dissatisfied', 'thisno', 'need', 'buy', 'go', 'nord', 'ce', 'far', 'well']",0.978767,0.97288376,0.9812926,0.9934946,0.9777223
I receive phone 2 day back face lot problem miui wifi calling work I hear person call many bug miui I regret buy phone already way return phone replace,0,"['i', 'receive', 'phone', '2', 'day', 'back', 'face', 'lot', 'problem', 'miui', 'wifi', 'calling', 'work', 'i', 'hear', 'person', 'call', 'many', 'bug', 'miui', 'i', 'regret', 'buy', 'phone', 'already', 'way', 'return', 'phone', 'replace']",0.9756759,0.96976393,0.97820765,0.99584216,0.9741769
battery drain fastapp hang timeheating issue,0,"['battery', 'drain', 'fastapp', 'hang', 'timeheating', 'issue']",0.9658317,0.9512047,0.9647718,0.99708927,0.95690703
phone camera wave like water stability back camera I disappointed please resolve,0,"['phone', 'camera', 'wave', 'like', 'water', 'stability', 'back', 'camera', 'i', 'disappointed', 'please', 'resolve']",0.97287834,0.96498436,0.97340596,0.99754274,0.96902025
software device disgrace xiaomi neither google entirely miui try nullify hybrid thing make phone performance poor,0,"['software', 'device', 'disgrace', 'xiaomi', 'neither', 'google', 'entirely', 'miui', 'try', 'nullify', 'hybrid', 'thing', 'make', 'phone', 'performance', 'poor']",0.9691225,0.95932376,0.9701829,0.9980364,0.96447724
much heating,0,"['much', 'heating']",0.97688997,0.97277385,0.9791417,0.9932631,0.9762746
display quality bad green tint issue near top right corner black crush issue watch video amoled screen gooddidnt expect mi flipkartthink research buy,0,"['display', 'quality', 'bad', 'green', 'tint', 'issue', 'near', 'top', 'right', 'corner', 'black', 'crush', 'issue', 'watch', 'video', 'amoled', 'screen', 'gooddidnt', 'expect', 'mi', 'flipkartthink', 'research', 'buy']",0.9736616,0.96755993,0.9765622,0.9965652,0.97228396
phone look great I switch realme 7 pro I feel difference without weight design anyways price high,0,"['phone', 'look', 'great', 'i', 'switch', 'realme', '7', 'pro', 'i', 'feel', 'difference', 'without', 'weight', 'design', 'anyways', 'price', 'high']",0.9727271,0.96329457,0.97242564,0.9964589,0.9676609
mobile defective battery backup call receive problem issue,0,"['mobile', 'defective', 'battery', 'backup', 'call', 'receive', 'problem', 'issue']",0.9711154,0.97123265,0.9767545,0.9955634,0.97479653
bug miui 12 black crush issue display lot noise low light image gesture work low quality amole display buy waste money,0,"['bug', 'miui', '12', 'black', 'crush', 'issue', 'display', 'lot', 'noise', 'low', 'light', 'image', 'gesture', 'work', 'low', 'quality', 'amole', 'display', 'buy', 'waste', 'money']",0.95974064,0.95494854,0.9635681,0.99740374,0.9593196
show piece also total waste moneyreally worstit touch work properly I,0,"['show', 'piece', 'also', 'total', 'waste', 'moneyreally', 'worstit', 'touch', 'work', 'properly', 'i']",0.97987133,0.9792161,0.98507065,0.99196994,0.98306006
I use device one day review base experiencethis phone match expectation I notice major lag browse various application especially file manager appwhen file manager app open show wait second take 20 second open app show unexpected closing include contact app need improvement performance section super slim phone,0,"['i', 'use', 'device', 'one', 'day', 'review', 'base', 'experiencethis', 'phone', 'match', 'expectation', 'i', 'notice', 'major', 'lag', 'browse', 'various', 'application', 'especially', 'file', 'manager', 'appwhen', 'file', 'manager', 'app', 'open', 'show', 'wait', 'second', 'take', '20', 'second', 'open', 'app', 'show', 'unexpected', 'closing', 'include', 'contact', 'app', 'need', 'improvement', 'performance', 'section', 'super', 'slim', 'phone']",0.9818947,0.9731649,0.9806188,0.99338645,0.9769535
please buy seriously I use 3 hour sell olx,0,"['please', 'buy', 'seriously', 'i', 'use', '3', 'hour', 'sell', 'olx']",0.9569379,0.95644695,0.9648166,0.9907487,0.9622858
black crash issue battery issuedraine stay idel 5 hrsand I see first mobile message app consume 50 battery 5 hrstrying return say technical visit wait,0,"['black', 'crash', 'issue', 'battery', 'issuedraine', 'stay', 'idel', '5', 'hrsand', 'i', 'see', 'first', 'mobile', 'message', 'app', 'consume', '50', 'battery', '5', 'hrstrying', 'return', 'say', 'technical', 'visit', 'wait']",0.9704406,0.96011007,0.9705562,0.99692214,0.96495736
poor picture quality camera performance poor poor video view blur quality artificial colour poor stereo sound I face mobile compare well less costlier phone purchase flipkart onsite need refund credit flipkart wallet account experience first time ever,0,"['poor', 'picture', 'quality', 'camera', 'performance', 'poor', 'poor', 'video', 'view', 'blur', 'quality', 'artificial', 'colour', 'poor', 'stereo', 'sound', 'i', 'face', 'mobile', 'compare', 'well', 'less', 'costlier', 'phone', 'purchase', 'flipkart', 'onsite', 'need', 'refund', 'credit', 'flipkart', 'wallet', 'account', 'experience', 'first', 'time', 'ever']",0.9705151,0.9674829,0.9752779,0.99614704,0.97219485
bad screen,0,"['bad', 'screen']",0.9949207,0.99281085,0.995444,0.9562652,0.99467677
I tell many time phone hang reply flipkart solve problem phone,0,"['i', 'tell', 'many', 'time', 'phone', 'hang', 'reply', 'flipkart', 'solve', 'problem', 'phone']",0.9879561,0.9756411,0.9861739,0.98971844,0.98089564
use week I find camera quality good little bit heating issue phonethe piece I get appart phone good light weight slim design quite handy battery backup good overall phone okay okay well value money,0,"['use', 'week', 'i', 'find', 'camera', 'quality', 'good', 'little', 'bit', 'heating', 'issue', 'phonethe', 'piece', 'i', 'get', 'appart', 'phone', 'good', 'light', 'weight', 'slim', 'design', 'quite', 'handy', 'battery', 'backup', 'good', 'overall', 'phone', 'okay', 'okay', 'well', 'value', 'money']",0.97152406,0.9630585,0.97296065,0.99665964,0.96769166
display camera good overall value money beet expensive,0,"['display', 'camera', 'good', 'overall', 'value', 'money', 'beet', 'expensive']",0.9849607,0.9798353,0.98691374,0.9898527,0.9835813
receive phone today gesture mode work phone laggy recommend prefer option,0,"['receive', 'phone', 'today', 'gesture', 'mode', 'work', 'phone', 'laggy', 'recommend', 'prefer', 'option']",0.9902731,0.98603946,0.9920379,0.97928417,0.9894701
could much betterit stock androidit 5gits 35 mm jackit separate memory card slotsound quality camera display look good,0,"['could', 'much', 'betterit', 'stock', 'androidit', '5gits', '35', 'mm', 'jackit', 'separate', 'memory', 'card', 'slotsound', 'quality', 'camera', 'display', 'look', 'good']",0.9709664,0.9659127,0.9729432,0.9949537,0.96944314
camera good sound effect also good please buy worth,0,"['camera', 'good', 'sound', 'effect', 'also', 'good', 'please', 'buy', 'worth']",0.9857611,0.99293524,0.99382937,0.9694499,0.99477345
bad camera ever phone 6k well camera quality,0,"['bad', 'camera', 'ever', 'phone', '6k', 'well', 'camera', 'quality']",0.9890652,0.9879922,0.99104834,0.9810539,0.99060243
lag always use appsif clear phone awesome,0,"['lag', 'always', 'use', 'appsif', 'clear', 'phone', 'awesome']",0.98605984,0.9867432,0.9897729,0.98418796,0.98915535
camera quality poor accord 64 megapixel,0,"['camera', 'quality', 'poor', 'accord', '64', 'megapixel']",0.98085904,0.97990245,0.9816509,0.98453575,0.98179567
product okay I see heating I request replacement flipkart reject state normal heat software update happen1if record video 1 min heat 2 talk whatsapp call heat 3if listen online class video heat less 10 min return policy 10 day hold good I request replacement even refund yet reject please careful choose buy,0,"['product', 'okay', 'i', 'see', 'heating', 'i', 'request', 'replacement', 'flipkart', 'reject', 'state', 'normal', 'heat', 'software', 'update', 'happen1if', 'record', 'video', '1', 'min', 'heat', '2', 'talk', 'whatsapp', 'call', 'heat', '3if', 'listen', 'online', 'class', 'video', 'heat', 'less', '10', 'min', 'return', 'policy', '10', 'day', 'hold', 'good', 'i', 'request', 'replacement', 'even', 'refund', 'yet', 'reject', 'please', 'careful', 'choose', 'buy']",0.98331463,0.9765422,0.98325115,0.9910489,0.9802049
network issue complain voice touch bad hard screen display upto mark samsung,0,"['network', 'issue', 'complain', 'voice', 'touch', 'bad', 'hard', 'screen', 'display', 'upto', 'mark', 'samsung']",0.9757247,0.97265184,0.9799128,0.9931669,0.9770519
horrible mobile xiaomi miui full bug suggestion buy mobile getting rid day,0,"['horrible', 'mobile', 'xiaomi', 'miui', 'full', 'bug', 'suggestion', 'buy', 'mobile', 'getting', 'rid', 'day']",0.9387101,0.9295763,0.9431956,0.9961592,0.9357618
disappointed camera quality bad call recorder notification issue,0,"['disappointed', 'camera', 'quality', 'bad', 'call', 'recorder', 'notification', 'issue']",0.95080614,0.94227403,0.95296,0.997947,0.9475546
worth money,0,"['worth', 'money']",0.9968546,0.9897702,0.996144,0.9606648,0.9935234
bad experience flipkart well mi phone sim tray could open mean I receive phone pathetic flipkart service pathetic bad mi smartphone,0,"['bad', 'experience', 'flipkart', 'well', 'mi', 'phone', 'sim', 'tray', 'could', 'open', 'mean', 'i', 'receive', 'phone', 'pathetic', 'flipkart', 'service', 'pathetic', 'bad', 'mi', 'smartphone']",0.9734027,0.9638585,0.9730885,0.9976514,0.9685706
definitely waste money product camera performance bad like selfie camera 2 mp rear camera 8 mp please buy mi 11 lite purchase product I sure regret everytime everyday like I mi 11 lite battery performance bad purchase wish cause money waste like I,0,"['definitely', 'waste', 'money', 'product', 'camera', 'performance', 'bad', 'like', 'selfie', 'camera', '2', 'mp', 'rear', 'camera', '8', 'mp', 'please', 'buy', 'mi', '11', 'lite', 'purchase', 'product', 'i', 'sure', 'regret', 'everytime', 'everyday', 'like', 'i', 'mi', '11', 'lite', 'battery', 'performance', 'bad', 'purchase', 'wish', 'cause', 'money', 'waste', 'like', 'i']",0.975976,0.9708446,0.9775736,0.9945924,0.9746052
camera quality ok battery backup ok light weight mobile improvement require camera quality also battery backup,0,"['camera', 'quality', 'ok', 'battery', 'backup', 'ok', 'light', 'weight', 'mobile', 'improvement', 'require', 'camera', 'quality', 'also', 'battery', 'backup']",0.968662,0.96738756,0.975265,0.9961704,0.9717108
waste money,0,"['waste', 'money']",0.99390686,0.98277485,0.9876885,0.95644647,0.9837511
pre order booking show 64 mp camera look like 2 mega pixel rs 22000 good prise mi handset bad quality bad performance purchage,0,"['pre', 'order', 'booking', 'show', '64', 'mp', 'camera', 'look', 'like', '2', 'mega', 'pixel', 'rs', '22000', 'good', 'prise', 'mi', 'handset', 'bad', 'quality', 'bad', 'performance', 'purchage']",0.98530054,0.9775461,0.98313165,0.9860213,0.9806087
3rd grade phone overheat fast drainage battery fast charge fast camera horrible dark screen horrible day light flip kart stop scamme,0,"['3rd', 'grade', 'phone', 'overheat', 'fast', 'drainage', 'battery', 'fast', 'charge', 'fast', 'camera', 'horrible', 'dark', 'screen', 'horrible', 'day', 'light', 'flip', 'kart', 'stop', 'scamme']",0.9884331,0.9842987,0.9911356,0.984115,0.9879086
even lightweight design ergonomic fit one hand suitable one handed usageapart near perfect,0,"['even', 'lightweight', 'design', 'ergonomic', 'fit', 'one', 'hand', 'suitable', 'one', 'handed', 'usageapart', 'near', 'perfect']",0.9818611,0.97121036,0.9810444,0.9911157,0.97551906
west moneytotali bed product pout face pout face pout face pout face,0,"['west', 'moneytotali', 'bed', 'product', 'pout', 'face', 'pout', 'face', 'pout', 'face', 'pout', 'face']",0.97025496,0.98041534,0.9805138,0.9796368,0.98259556
speaker sound rip,0,"['speaker', 'sound', 'rip']",0.9736315,0.9662759,0.97723734,0.9933401,0.972936
meet expectationsapart look phone struggle lot area like battery life speaker volume I guess redmi note 10 pro would well option,0,"['meet', 'expectationsapart', 'look', 'phone', 'struggle', 'lot', 'area', 'like', 'battery', 'life', 'speaker', 'volume', 'i', 'guess', 'redmi', 'note', '10', 'pro', 'would', 'well', 'option']",0.9800171,0.97442925,0.98263985,0.9930184,0.978763
bogas phone,0,"['bogas', 'phone']",0.9898634,0.97932494,0.98530525,0.94881904,0.9821959
I disappointed xiaomi I use samsung since 25 year I satisfied samsung big bro tell mi 11 lite buy I satisfied mi 11lite camera,0,"['i', 'disappointed', 'xiaomi', 'i', 'use', 'samsung', 'since', '25', 'year', 'i', 'satisfied', 'samsung', 'big', 'bro', 'tell', 'mi', '11', 'lite', 'buy', 'i', 'satisfied', 'mi', '11lite', 'camera']",0.93096703,0.91335726,0.9264018,0.991356,0.91853315
bed,0,['bed'],0.9935216,0.989009,0.99443454,0.9626897,0.991925
battery excellent camera excellent design bad handy feel like wood slice hold hand utterly disappointed display contrast background miss play youtube video central london dark notice black colour sky show blurry colour note 10 note 10 pro good display,0,"['battery', 'excellent', 'camera', 'excellent', 'design', 'bad', 'handy', 'feel', 'like', 'wood', 'slice', 'hold', 'hand', 'utterly', 'disappointed', 'display', 'contrast', 'background', 'miss', 'play', 'youtube', 'video', 'central', 'london', 'dark', 'notice', 'black', 'colour', 'sky', 'show', 'blurry', 'colour', 'note', '10', 'note', '10', 'pro', 'good', 'display']",0.9852644,0.9798671,0.9867807,0.98930556,0.98365337
work good feature style app like low price mobile cost valuable,0,"['work', 'good', 'feature', 'style', 'app', 'like', 'low', 'price', 'mobile', 'cost', 'valuable']",0.97536355,0.9764458,0.98193306,0.99318993,0.9800106
battery drain fast without use aod camera awesome night mode 100 wrost please xiaomi india solve problem,0,"['battery', 'drain', 'fast', 'without', 'use', 'aod', 'camera', 'awesome', 'night', 'mode', '100', 'wrost', 'please', 'xiaomi', 'india', 'solve', 'problem']",0.96820027,0.9584568,0.96856433,0.99800146,0.9631504
poor quality camera battery drain fast even anything drain fast expect way poor quality mobile picture quality poor moto battery drain rapidly even lie switch,0,"['poor', 'quality', 'camera', 'battery', 'drain', 'fast', 'even', 'anything', 'drain', 'fast', 'expect', 'way', 'poor', 'quality', 'mobile', 'picture', 'quality', 'poor', 'moto', 'battery', 'drain', 'rapidly', 'even', 'lie', 'switch']",0.9659288,0.9572912,0.96860445,0.9982308,0.9627483
wrost experience purchase mistake waist money money bag phone many bug mx player supportfile transfer support many application support mi redmi note 10 pro far well also value money go buy phone wise trouble,0,"['wrost', 'experience', 'purchase', 'mistake', 'waist', 'money', 'money', 'bag', 'phone', 'many', 'bug', 'mx', 'player', 'supportfile', 'transfer', 'support', 'many', 'application', 'support', 'mi', 'redmi', 'note', '10', 'pro', 'far', 'well', 'also', 'value', 'money', 'go', 'buy', 'phone', 'wise', 'trouble']",0.9813698,0.9753789,0.9839902,0.9919406,0.98015636
camera quality goodprice around 17000,0,"['camera', 'quality', 'goodprice', 'around', '17000']",0.97919995,0.9740737,0.97917664,0.98846114,0.9772077
bad front cameralot noisephotos clear,0,"['bad', 'front', 'cameralot', 'noisephotos', 'clear']",0.9922232,0.98815715,0.99375725,0.98035324,0.99166083
average phone,0,"['average', 'phone']",0.991797,0.98573655,0.9906418,0.9565433,0.9883612
buy phone totally waste money also flipkart return policy totally fake frude buy phone,0,"['buy', 'phone', 'totally', 'waste', 'money', 'also', 'flipkart', 'return', 'policy', 'totally', 'fake', 'frude', 'buy', 'phone']",0.98166305,0.978881,0.98700297,0.9869209,0.9839117
basically good device normal work come play game like bgmi make 4 thatthere lot stutter play bgmicant even give 40 fps constantly,0,"['basically', 'good', 'device', 'normal', 'work', 'come', 'play', 'game', 'like', 'bgmi', 'make', '4', 'thatthere', 'lot', 'stutter', 'play', 'bgmicant', 'even', 'give', '40', 'fps', 'constantly']",0.98548573,0.9788292,0.9852129,0.98549205,0.98148656
120fps slow motion work badly please update 960fps slow motion,0,"['120fps', 'slow', 'motion', 'work', 'badly', 'please', 'update', '960fps', 'slow', 'motion']",0.98355556,0.9711417,0.9755313,0.9810169,0.9739907
marginally well performance compare redmi note 10 pro worth price rs 22000 6 gb buy price 19k less else opt redmi note 10 pro might slightly heavy compare mi 11 lite,0,"['marginally', 'well', 'performance', 'compare', 'redmi', 'note', '10', 'pro', 'worth', 'price', 'rs', '22000', '6', 'gb', 'buy', 'price', '19k', 'less', 'else', 'opt', 'redmi', 'note', '10', 'pro', 'might', 'slightly', 'heavy', 'compare', 'mi', '11', 'lite']",0.9847243,0.9754272,0.9808667,0.98640484,0.978227
smartsleem phone,0,"['smartsleem', 'phone']",0.99764353,0.98960876,0.99568444,0.9641688,0.99381065
voice quality poor network signal 10 voice clearmy advice buy,0,"['voice', 'quality', 'poor', 'network', 'signal', '10', 'voice', 'clearmy', 'advice', 'buy']",0.97059095,0.9653144,0.9720877,0.996444,0.9686942
bad product bad experience flipkart I put return request,0,"['bad', 'product', 'bad', 'experience', 'flipkart', 'i', 'put', 'return', 'request']",0.9710347,0.97001004,0.97833693,0.9916408,0.97533405
buy bad money camera bad,0,"['buy', 'bad', 'money', 'camera', 'bad']",0.98517805,0.987958,0.9927802,0.97026044,0.9907815
look good great,0,"['look', 'good', 'great']",0.9606593,0.963749,0.96653485,0.9292407,0.96458197
bad phone think buy,0,"['bad', 'phone', 'think', 'buy']",0.9809304,0.96597373,0.97899187,0.99151886,0.97257507
mi hang frequently even buy 8 gb variant,0,"['mi', 'hang', 'frequently', 'even', 'buy', '8', 'gb', 'variant']",0.9830872,0.97146666,0.9825804,0.9875449,0.97666085
flipkart 11 lite mobile restarting problem flipkart replesment I able use flipkart mobile air person,0,"['flipkart', '11', 'lite', 'mobile', 'restarting', 'problem', 'flipkart', 'replesment', 'i', 'able', 'use', 'flipkart', 'mobile', 'air', 'person']",0.96911323,0.95705074,0.96872663,0.99817234,0.96254337
price high go itprice approximately 17kmi note 10pro may second option,0,"['price', 'high', 'go', 'itprice', 'approximately', '17kmi', 'note', '10pro', 'may', 'second', 'option']",0.97178656,0.9576579,0.9665528,0.99458694,0.9617115
3 day purchase screen work properly battery draining issue,0,"['3', 'day', 'purchase', 'screen', 'work', 'properly', 'battery', 'draining', 'issue']",0.98348755,0.97815186,0.9861101,0.9901766,0.98258746
lit bug miui12 hope mi resolve,0,"['lit', 'bug', 'miui12', 'hope', 'mi', 'resolve']",0.94499266,0.9329493,0.9429346,0.9945526,0.9377184
size style look awesome every one like performance also excellent smile face hearteyes draw back hand set sm service 2nd slot sim work really embarasse foe I battery battery back okay camera camera photo quality good require attention take photo,0,"['size', 'style', 'look', 'awesome', 'every', 'one', 'like', 'performance', 'also', 'excellent', 'smile', 'face', 'hearteyes', 'draw', 'back', 'hand', 'set', 'sm', 'service', '2nd', 'slot', 'sim', 'work', 'really', 'embarasse', 'foe', 'i', 'battery', 'battery', 'back', 'okay', 'camera', 'camera', 'photo', 'quality', 'good', 'require', 'attention', 'take', 'photo']",0.985946,0.98155016,0.9880964,0.9892489,0.98504084
heating issue,0,"['heating', 'issue']",0.9420929,0.92836595,0.94221497,0.99574685,0.9345261
bad mobile use,0,"['bad', 'mobile', 'use']",0.9383937,0.9339761,0.94579077,0.99322474,0.9403634
bad camera quality front camera wrostlike 5mp front camera even 5mp camera perform well 16mp camera front camera rating 0 really really really bad youtube channel got pay say camera good,0,"['bad', 'camera', 'quality', 'front', 'camera', 'wrostlike', '5mp', 'front', 'camera', 'even', '5mp', 'camera', 'perform', 'well', '16mp', 'camera', 'front', 'camera', 'rating', '0', 'really', 'really', 'really', 'bad', 'youtube', 'channel', 'got', 'pay', 'say', 'camera', 'good']",0.9916816,0.9899555,0.99391377,0.97608185,0.9923301
bit costlier price pointat price point get mobile well feature iqoo z3 5 g mobile well performance mobile price point,0,"['bit', 'costlier', 'price', 'pointat', 'price', 'point', 'get', 'mobile', 'well', 'feature', 'iqoo', 'z3', '5', 'g', 'mobile', 'well', 'performance', 'mobile', 'price', 'point']",0.96696275,0.9567822,0.96649355,0.9982383,0.9612177
great heating issue bother I solve rather update,0,"['great', 'heating', 'issue', 'bother', 'i', 'solve', 'rather', 'update']",0.97385895,0.96829116,0.97865796,0.9953805,0.9737227
bad performance mobile feature look I give 100 100,0,"['bad', 'performance', 'mobile', 'feature', 'look', 'i', 'give', '100', '100']",0.9806153,0.9715768,0.9779757,0.9897174,0.97454816
much hype mobile lite wow factorbuye suggestion well go mi note 10 pro save money,0,"['much', 'hype', 'mobile', 'lite', 'wow', 'factorbuye', 'suggestion', 'well', 'go', 'mi', 'note', '10', 'pro', 'save', 'money']",0.97968245,0.9749346,0.9814869,0.9921187,0.9782455
1 camera picture quality poor2 night camera perform well day light 3 battery backup ok 4 display ohk,0,"['1', 'camera', 'picture', 'quality', 'poor2', 'night', 'camera', 'perform', 'well', 'day', 'light', '3', 'battery', 'backup', 'ok', '4', 'display', 'ohk']",0.9813931,0.9771689,0.9823272,0.98993105,0.9801111
wrost product damag product receive,0,"['wrost', 'product', 'damag', 'product', 'receive']",0.9777998,0.9871476,0.9884074,0.9822725,0.9895047
poor camera,0,"['poor', 'camera']",0.98634076,0.99824333,0.99570143,0.9557894,0.99950314
good prodect,0,"['good', 'prodect']",0.9777177,0.986787,0.9837116,0.943369,0.9865997
disappointed battery backup heavy user stay away phone,0,"['disappointed', 'battery', 'backup', 'heavy', 'user', 'stay', 'away', 'phone']",0.9804845,0.97518516,0.9834056,0.99226195,0.9798987
front camera avarage performance,0,"['front', 'camera', 'avarage', 'performance']",0.9923935,0.99439627,0.99666905,0.9579772,0.9961627
macro camera focussingmi 125 update receive,0,"['macro', 'camera', 'focussingmi', '125', 'update', 'receive']",0.9755574,0.97089237,0.9736233,0.98849237,0.97247607
phone get hot charge camera ok performance good display good,0,"['phone', 'get', 'hot', 'charge', 'camera', 'ok', 'performance', 'good', 'display', 'good']",0.98802555,0.98747605,0.9901328,0.965137,0.9892555
mi ui optimise phone many bug display issue,0,"['mi', 'ui', 'optimise', 'phone', 'many', 'bug', 'display', 'issue']",0.9180453,0.9037419,0.9192486,0.99010533,0.9110836
buy product flipkart never give good product buyer pout face face symbol mouth thumb thumb thumb thumb,0,"['buy', 'product', 'flipkart', 'never', 'give', 'good', 'product', 'buyer', 'pout', 'face', 'face', 'symbol', 'mouth', 'thumb', 'thumb', 'thumb', 'thumb']",0.9699341,0.97642416,0.9813945,0.98285306,0.9808217
poor picture quality,0,"['poor', 'picture', 'quality']",0.9393213,0.9400802,0.9490341,0.99160165,0.9460466
I interested mi 11 lite,0,"['i', 'interested', 'mi', '11', 'lite']",0.92521495,0.9006863,0.9147062,0.98346907,0.9056685
average product,0,"['average', 'product']",0.98231745,0.9926664,0.9931723,0.9684339,0.99451566
even nice phone,0,"['even', 'nice', 'phone']",0.991587,0.97441185,0.983613,0.98297054,0.9786221
slim phone mi,0,"['slim', 'phone', 'mi']",0.9300712,0.9067075,0.9235953,0.99193215,0.91433394
avoid black colour battery backup good yes phone stylish slim liye handy one statement u see option style priority,0,"['avoid', 'black', 'colour', 'battery', 'backup', 'good', 'yes', 'phone', 'stylish', 'slim', 'liye', 'handy', 'one', 'statement', 'u', 'see', 'option', 'style', 'priority']",0.9719764,0.962948,0.9735922,0.9972879,0.9683083
I expect phone get overheat normal use sometimes buy another phone 15k performance u wiil get getting scrache border screen use cover lite little load,0,"['i', 'expect', 'phone', 'get', 'overheat', 'normal', 'use', 'sometimes', 'buy', 'another', 'phone', '15k', 'performance', 'u', 'wiil', 'get', 'getting', 'scrache', 'border', 'screen', 'use', 'cover', 'lite', 'little', 'load']",0.9854775,0.98005134,0.986832,0.98910147,0.9836874
