,Application. ID,Age,Gender,Location,Siblings,RAM-1 Score,RAM-2 Score,HS Score,School Rank,SOP,Admission Status,Parents Edu._M,Parents Edu._M+F
2664,Ref#30568,23,0,1,0,68,81,30,1,3.0,0,1,0
2665,Ref#32037,15,1,1,1,50,60,69,1,1.5,0,1,0
2666,Ref#32170,21,1,1,0,74,88,17,2,2.5,0,1,0
2667,Ref#32554,22,1,2,1,75,90,14,2,4.0,1,0,1
2668,Ref#34634,22,0,1,0,49,39,91,1,3.0,0,0,0
2669,Ref#36274,23,1,2,1,54,64,61,2,2.0,0,1,0
2670,Ref#36763,22,1,1,0,59,70,50,2,4.5,1,0,0
2671,Ref#37823,15,1,1,1,54,64,61,3,2.0,1,0,1
2672,Ref#38566,20,1,1,0,65,78,36,2,4.5,1,0,1
2673,Ref#39502,20,0,3,0,50,60,69,1,4.0,1,0,1
2674,Ref#46839,16,0,2,0,46,36,97,1,4.0,1,0,0
2675,Ref#48165,23,0,3,0,62,74,43,1,4.0,1,1,0
2676,Ref#11395,20,0,1,1,51,61,68,3,4.5,1,0,1
2677,Ref#16216,21,0,3,0,66,79,35,3,3.5,1,0,1
2678,Ref#18823,16,1,3,0,69,82,29,1,1.5,0,1,0
2679,Ref#19479,15,0,3,1,59,70,51,1,4.5,1,1,0
2680,Ref#48441,19,1,3,1,46,36,98,3,4.0,1,0,0
2681,Ref#63175,21,1,1,1,57,68,55,3,3.5,1,1,0
2682,Ref#71689,19,0,1,0,63,75,42,3,3.5,1,0,0
2683,Ref#92847,19,0,1,1,67,80,33,1,4.0,1,0,0
2684,Ref#95415,16,0,1,0,71,85,24,2,3.5,1,1,0
2685,Ref#10854,16,1,1,0,62,74,44,2,4.5,1,0,0
2686,Ref#11531,19,1,3,1,58,69,53,2,4.0,1,1,0
2687,Ref#14676,18,0,1,0,49,39,92,3,4.0,1,0,0
2688,Ref#22394,22,0,2,1,58,69,53,1,4.5,1,1,0
2689,Ref#24830,20,0,2,0,75,90,15,1,2.5,0,1,0
2690,Ref#26577,16,1,1,1,52,62,66,1,2.0,1,0,1
2691,Ref#32692,21,1,2,1,46,36,98,3,3.5,1,1,0
2692,Ref#33700,23,0,2,1,73,87,20,3,1.0,0,0,0
2693,Ref#36913,19,0,3,0,70,84,26,1,4.5,1,0,1
2694,Ref#40974,21,0,1,0,51,61,68,3,1.0,0,1,0
2695,Ref#41183,22,0,3,0,73,87,20,3,3.0,0,0,0
2696,Ref#45140,15,0,2,0,65,78,37,3,1.0,0,0,1
2697,Ref#46594,19,1,2,0,49,39,92,1,1.5,0,1,0
2698,Ref#47062,23,0,2,0,49,39,92,3,4.5,1,0,1
2699,Ref#47708,23,1,3,0,68,81,31,2,1.0,0,0,0
2700,Ref#35343,23,0,1,0,63,75,43,2,3.5,1,1,0
2701,Ref#63716,15,0,1,0,52,62,67,2,1.0,0,0,1
2702,Ref#68248,17,0,3,1,70,84,27,2,4.0,1,0,0
2703,Ref#77127,17,0,2,1,78,93,10,3,4.5,1,0,1
2704,Ref#91750,22,1,3,0,62,74,45,2,3.5,1,1,0
2705,Ref#98686,21,0,2,0,53,63,65,1,3.5,1,0,0
2706,Ref#10010,19,0,1,0,52,62,67,1,2.0,0,0,0
2707,Ref#15923,15,1,2,1,54,64,63,2,2.0,1,0,1
2708,Ref#18501,18,0,3,0,54,64,63,1,2.5,0,0,1
2709,Ref#20027,22,0,2,1,46,36,99,3,5.0,1,0,0
2710,Ref#26074,15,1,2,0,71,85,25,3,1.5,0,0,0
2711,Ref#26236,20,0,2,1,53,63,65,1,1.5,0,1,0
2712,Ref#28357,21,0,2,1,68,81,32,1,4.0,1,1,0
2713,Ref#32818,17,0,2,1,50,60,71,3,3.5,1,0,0
2714,Ref#32915,15,1,3,0,62,74,45,1,4.0,1,0,0
2715,Ref#38123,18,1,1,0,74,88,19,3,4.5,1,1,0
2716,Ref#38840,23,1,3,1,64,76,41,3,3.5,1,0,1
2717,Ref#39979,23,1,3,0,78,93,10,2,3.0,1,0,0
2718,Ref#41221,23,0,2,1,47,37,97,2,2.5,1,0,1
2719,Ref#45021,22,0,3,0,46,36,99,1,4.5,1,0,1
2720,Ref#33095,18,0,3,1,76,91,15,1,3.0,1,0,1
2721,Ref#45867,20,0,2,1,69,82,31,1,2.0,1,0,1
2722,Ref#17713,21,1,3,0,68,81,33,3,3.5,1,0,0
2723,Ref#19394,21,1,3,1,60,72,50,2,2.0,0,0,0
2724,Ref#22541,23,0,1,0,73,87,22,1,4.0,1,1,0
2725,Ref#22876,23,1,1,0,47,37,98,1,5.0,1,0,0
2726,Ref#26018,23,0,1,1,56,67,59,1,2.0,0,1,0
2727,Ref#28981,17,1,3,1,59,70,53,1,4.0,1,0,1
2728,Ref#31393,19,0,2,1,52,62,68,3,5.0,1,0,1
2729,Ref#34777,23,0,3,0,46,36,100,2,1.5,0,0,1
2730,Ref#36847,23,0,3,1,47,37,98,1,2.0,1,0,1
2731,Ref#37036,17,1,2,0,66,79,37,2,4.5,1,1,0
2732,Ref#41994,17,1,1,1,48,38,96,3,3.0,1,0,1
2733,Ref#44357,23,0,3,1,69,82,31,2,2.5,0,1,0
2734,Ref#49147,21,1,2,0,65,78,39,2,1.0,0,1,0
2735,Ref#45447,19,1,1,0,48,38,97,2,2.0,0,1,0
2736,Ref#54278,22,1,3,1,78,93,12,3,2.0,1,0,0
2737,Ref#78364,21,1,1,0,64,76,43,1,3.0,0,1,0
2738,Ref#91332,16,1,3,0,70,84,29,3,3.5,1,0,0
2739,Ref#13233,23,1,1,0,50,60,73,1,3.0,0,0,0
2740,Ref#18841,17,1,1,1,72,86,25,3,2.0,0,0,0
2741,Ref#19784,20,0,2,1,49,39,95,2,3.0,0,1,0
2742,Ref#22253,22,0,3,0,63,75,45,3,3.0,0,0,0
2743,Ref#29715,20,1,3,1,62,74,47,2,1.0,1,0,1
2744,Ref#33963,18,0,3,1,57,68,58,1,2.0,1,0,1
2745,Ref#35498,21,1,3,1,67,80,36,1,3.5,1,0,0
2746,Ref#35673,23,1,3,1,74,88,21,1,5.0,1,0,1
2747,Ref#36322,22,1,2,0,56,67,60,2,1.5,0,1,0
2748,Ref#39465,16,0,3,0,76,91,16,3,4.5,1,0,1
2749,Ref#41779,20,1,3,0,76,91,16,2,4.0,1,0,1
2750,Ref#44180,15,0,3,1,74,88,21,1,4.0,1,0,1
2751,Ref#47417,21,1,2,1,66,79,38,3,4.5,1,0,0
2752,Ref#48506,16,0,3,0,76,91,16,1,2.5,1,1,0
2753,Ref#48683,23,0,3,1,79,94,10,2,3.5,1,1,0
2754,Ref#49997,20,0,2,0,54,64,65,3,3.0,0,0,1
2755,Ref#30570,19,1,1,1,53,63,68,2,1.0,0,1,0
2756,Ref#56449,23,0,1,0,49,39,96,2,2.5,0,0,1
2757,Ref#90567,19,0,3,0,55,66,63,2,2.0,0,0,0
2758,Ref#10536,21,0,2,0,62,74,48,1,2.5,0,1,0
2759,Ref#10896,21,1,3,1,72,86,26,3,2.5,1,0,1
2760,Ref#19307,17,1,3,0,67,80,37,3,1.0,0,0,0
2761,Ref#22758,15,1,1,1,48,38,98,1,4.5,1,0,1
2762,Ref#34791,15,1,1,1,71,85,28,3,1.0,1,0,1
2763,Ref#38952,17,0,3,0,65,78,41,3,3.0,0,0,1
2764,Ref#42675,21,0,1,1,66,79,39,3,4.0,1,0,0
2765,Ref#45422,16,0,3,0,49,39,96,2,2.0,0,1,0
2766,Ref#45906,22,0,3,0,74,88,22,2,4.0,1,0,1
2767,Ref#46559,16,0,1,1,76,91,17,3,2.5,1,0,1
2768,Ref#49830,22,0,3,0,64,76,44,2,1.5,0,0,0
2769,Ref#49918,15,1,3,0,52,62,70,1,2.5,0,0,1
2770,Ref#11747,18,1,3,1,59,70,56,3,4.5,1,0,1
2771,Ref#14831,18,1,3,0,78,93,14,1,3.0,1,1,0
2772,Ref#71059,19,0,2,0,79,94,12,2,2.0,1,0,1
2773,Ref#91034,18,0,1,0,73,87,25,3,3.5,1,1,0
2774,Ref#11498,23,1,2,1,49,39,97,2,1.5,0,0,0
2775,Ref#15531,20,1,3,0,51,61,73,1,2.5,0,1,0
2776,Ref#19377,20,1,1,1,69,82,34,2,3.0,1,0,1
2777,Ref#20502,17,1,1,1,48,38,99,1,4.5,1,1,0
2778,Ref#22781,20,1,1,0,61,73,51,3,1.0,0,1,0
2779,Ref#25696,21,0,3,0,75,90,20,3,2.0,0,1,0
2780,Ref#28541,15,1,3,0,64,76,45,1,3.0,0,0,1
2781,Ref#34960,23,0,3,1,52,62,71,3,4.5,1,0,1
2782,Ref#36674,23,0,1,0,73,87,25,2,2.0,0,0,0
2783,Ref#37584,22,0,1,1,58,69,58,1,2.5,0,0,0
2784,Ref#38399,17,1,1,1,70,84,31,1,4.0,1,0,0
2785,Ref#39264,20,1,1,0,52,62,71,3,4.0,1,0,0
2786,Ref#41374,16,1,2,0,72,86,27,3,4.5,1,0,0
2787,Ref#43782,20,1,2,0,63,75,47,1,3.0,0,1,0
2788,Ref#44024,19,0,1,0,49,39,97,2,1.0,0,1,0
2789,Ref#46740,20,0,1,0,51,61,73,3,2.0,0,1,0
2790,Ref#47373,19,1,2,0,48,38,99,1,3.0,0,1,0
2791,Ref#48384,16,0,1,1,54,64,67,1,3.0,1,0,1
2792,Ref#48727,20,0,2,0,76,91,18,1,2.0,1,0,1
2793,Ref#49278,20,0,3,1,73,87,25,2,1.5,0,1,0
2794,Ref#39403,19,0,2,0,48,38,100,3,2.5,1,0,1
2795,Ref#35280,19,0,2,1,77,92,17,2,1.5,1,1,0
2796,Ref#46395,16,1,3,1,77,92,17,2,4.5,1,1,0
2797,Ref#53213,19,0,2,0,61,73,52,1,3.5,1,1,0
2798,Ref#61716,16,0,2,0,50,60,76,2,3.0,0,1,0
2799,Ref#74067,16,1,1,0,54,64,68,1,3.5,1,1,0
2800,Ref#12075,16,1,3,1,51,61,74,2,4.0,1,1,0
2801,Ref#17999,22,0,2,1,74,88,24,2,1.5,1,0,1
2802,Ref#19520,18,1,3,1,51,61,74,1,4.5,1,1,0
2803,Ref#22490,17,0,2,1,68,81,37,2,2.0,1,0,1
2804,Ref#23371,18,0,2,1,77,92,17,3,3.0,1,1,0
2805,Ref#25460,21,1,1,1,53,63,70,2,3.0,0,1,0
2806,Ref#29457,18,0,3,0,50,60,76,1,2.5,0,1,0
2807,Ref#30092,20,0,1,1,76,91,19,3,4.5,1,1,0
2808,Ref#41270,15,1,1,1,73,87,26,2,1.0,0,0,0
2809,Ref#41758,18,0,1,1,73,87,26,3,4.5,1,1,0
2810,Ref#42736,16,1,3,0,56,67,63,1,1.0,0,0,1
2811,Ref#43715,17,0,2,0,57,68,61,3,4.0,1,0,0
2812,Ref#46413,20,1,1,0,78,93,15,2,1.5,1,0,0
2813,Ref#48403,15,1,3,0,78,93,15,2,3.0,1,0,1
2814,Ref#48550,19,0,1,0,58,69,59,1,4.0,1,0,1
2815,Ref#49421,16,0,1,1,49,39,98,1,3.0,0,1,0
2816,Ref#49579,18,0,1,1,64,76,46,1,1.5,1,0,1
2817,Ref#36561,23,0,3,0,61,73,53,1,4.0,1,0,1
2818,Ref#50956,21,1,2,0,65,78,44,1,3.5,1,0,0
2819,Ref#12335,22,0,2,1,71,85,31,2,2.0,0,1,0
2820,Ref#12472,21,0,2,0,68,81,38,2,2.0,0,1,0
2821,Ref#16249,15,1,2,1,53,63,71,3,4.0,1,1,0
2822,Ref#17139,23,0,3,0,64,76,47,2,1.5,0,0,1
2823,Ref#21850,23,1,3,1,58,69,60,2,2.0,0,1,0
2824,Ref#24366,23,0,2,0,54,64,69,1,2.5,0,1,0
2825,Ref#29178,16,0,2,0,75,90,22,1,3.5,1,0,1
2826,Ref#30361,21,0,1,0,60,72,55,3,1.0,0,0,1
2827,Ref#31833,23,1,1,1,57,68,62,1,2.0,1,0,1
2828,Ref#32405,18,1,1,0,71,85,31,2,3.0,0,1,0
2829,Ref#33148,20,0,1,0,65,78,44,3,3.5,1,0,1
2830,Ref#34202,16,1,1,1,58,69,60,1,2.0,0,0,0
2831,Ref#35216,21,1,2,1,70,84,33,1,4.0,1,0,0
2832,Ref#46967,20,0,1,1,65,78,44,2,4.0,1,1,0
2833,Ref#22384,18,1,2,1,55,66,67,1,4.0,1,0,1
2834,Ref#23867,16,1,2,1,57,68,63,2,3.0,0,1,0
2835,Ref#49721,15,0,2,1,52,62,74,1,2.5,0,0,0
2836,Ref#10867,16,1,1,1,62,74,52,3,3.0,0,1,0
2837,Ref#12554,22,1,2,1,58,69,61,1,1.5,0,1,0
2838,Ref#13177,17,0,3,1,52,62,74,3,3.5,1,0,0
2839,Ref#17337,22,1,3,1,66,79,43,1,2.0,1,0,1
2840,Ref#17611,15,1,1,1,79,94,15,2,1.0,1,0,0
2841,Ref#18254,18,1,3,0,65,78,45,1,3.0,0,1,0
2842,Ref#18745,17,0,2,0,69,82,37,2,3.5,1,1,0
2843,Ref#20485,20,1,3,1,78,93,17,1,4.0,1,0,0
2844,Ref#22179,15,1,1,1,58,69,61,2,3.5,1,0,0
2845,Ref#24236,16,1,2,0,71,85,32,3,2.0,0,0,1
2846,Ref#27234,17,1,3,0,53,63,72,2,3.5,1,0,0
2847,Ref#28222,21,0,1,0,66,79,43,3,4.0,1,0,1
2848,Ref#28836,20,1,3,0,50,60,78,1,3.0,0,1,0
2849,Ref#30336,21,1,2,1,59,70,59,1,3.0,0,1,0
2850,Ref#30570,20,1,3,1,72,86,30,3,2.5,0,0,0
2851,Ref#30921,19,1,3,1,51,61,76,2,1.5,0,0,0
2852,Ref#31546,23,0,3,1,67,80,41,1,2.0,1,0,1
2853,Ref#32871,16,1,1,0,63,75,50,1,3.0,0,1,0
2854,Ref#35880,23,0,1,1,67,80,41,1,1.5,1,0,1
2855,Ref#46194,21,1,2,1,58,69,61,2,2.0,0,0,0
2856,Ref#46518,15,1,2,1,68,81,39,1,3.0,0,1,0
2857,Ref#32498,18,0,3,1,72,86,31,1,3.5,1,0,1
2858,Ref#51981,15,1,2,0,77,92,20,3,4.5,1,1,0
2859,Ref#86492,23,1,2,0,53,63,73,2,3.5,1,0,0
2860,Ref#97043,23,1,1,1,51,61,77,2,3.0,0,1,0
2861,Ref#10541,19,0,3,0,77,92,20,2,3.5,1,0,0
2862,Ref#12496,21,0,1,1,51,61,77,3,2.0,1,1,0
2863,Ref#13358,16,0,2,1,57,68,64,3,3.5,1,1,0
2864,Ref#14154,16,1,1,0,62,74,53,2,2.5,0,1,0
2865,Ref#16996,17,1,3,1,52,62,75,1,4.0,1,0,1
2866,Ref#24620,17,0,3,0,77,92,20,1,2.0,1,0,0
2867,Ref#29867,23,0,2,0,58,69,62,2,2.5,0,0,1
2868,Ref#30961,21,1,1,0,58,69,62,1,2.5,0,0,1
2869,Ref#31454,18,1,2,1,60,72,57,2,1.5,0,0,0
2870,Ref#39546,22,1,1,1,55,66,68,2,1.0,0,1,0
2871,Ref#40821,15,1,2,0,74,88,27,3,1.0,0,0,1
2872,Ref#41613,19,1,3,0,50,60,79,3,2.0,1,0,1
2873,Ref#43013,23,0,3,1,66,79,44,3,3.0,0,0,0
2874,Ref#46213,21,0,2,1,72,86,31,2,1.5,0,0,0
2875,Ref#84247,20,0,2,1,67,80,43,2,4.5,1,0,1
2876,Ref#15060,16,0,2,1,61,73,56,3,1.0,0,0,0
2877,Ref#52986,16,0,2,0,75,90,25,1,4.0,1,1,0
2878,Ref#74859,21,1,3,1,63,75,52,1,2.5,0,1,0
2879,Ref#96932,20,1,2,1,50,60,80,2,2.5,1,0,1
2880,Ref#12398,22,0,3,0,76,91,23,1,1.0,1,0,1
2881,Ref#16902,18,1,1,0,66,79,45,1,1.5,0,1,0
2882,Ref#23352,18,0,3,1,67,80,43,1,1.0,1,0,1
2883,Ref#23510,16,0,2,1,78,93,19,1,4.5,1,1,0
2884,Ref#25952,23,0,2,1,70,84,36,3,5.0,1,0,0
2885,Ref#30310,18,0,1,1,56,67,67,2,3.0,1,0,1
2886,Ref#31297,20,0,1,1,61,73,56,2,4.5,1,0,1
2887,Ref#32679,15,1,3,1,76,91,23,3,1.5,1,0,1
2888,Ref#33827,18,0,2,1,75,90,25,2,2.5,0,1,0
2889,Ref#34901,18,0,1,0,69,82,39,3,3.0,0,0,1
2890,Ref#37257,16,0,1,0,58,69,63,1,2.0,0,0,1
2891,Ref#39084,19,1,2,1,50,60,80,3,1.5,1,0,0
2892,Ref#41121,21,0,1,0,70,84,36,2,3.0,0,1,0
2893,Ref#48704,16,1,3,0,81,97,12,1,4.0,1,1,0
2894,Ref#70173,22,0,3,0,74,88,29,3,3.0,0,0,0
2895,Ref#70520,16,0,2,1,52,62,77,3,2.5,1,0,1
2896,Ref#10558,21,0,1,1,67,80,44,2,2.0,0,0,0
2897,Ref#13669,18,1,1,1,75,90,26,3,3.5,1,0,1
2898,Ref#14382,18,1,1,0,69,82,40,3,2.0,0,0,0
2899,Ref#16547,21,0,2,1,73,87,31,2,2.0,0,1,0
2900,Ref#18547,22,1,1,0,66,79,46,1,2.0,0,0,0
2901,Ref#19070,15,1,1,0,66,79,46,1,3.5,1,0,1
2902,Ref#20638,22,0,1,1,77,92,22,3,1.0,1,1,0
2903,Ref#22519,18,1,2,1,62,74,55,1,3.5,1,1,0
2904,Ref#25062,22,0,3,0,78,93,20,3,1.5,1,1,0
2905,Ref#28705,21,0,2,1,60,72,59,1,4.0,1,0,1
2906,Ref#31714,22,0,2,1,80,96,15,1,2.0,1,1,0
2907,Ref#33194,21,0,3,0,75,90,26,1,2.0,0,0,1
2908,Ref#35370,23,1,1,0,69,82,40,1,1.0,0,1,0
2909,Ref#36995,21,0,3,0,50,60,81,1,4.5,1,0,1
2910,Ref#37495,17,0,2,1,59,70,62,1,2.0,0,1,0
2911,Ref#40581,21,0,2,1,51,61,79,1,4.0,1,1,0
2912,Ref#41652,21,0,1,0,60,72,59,1,1.0,0,0,1
2913,Ref#43615,18,1,1,1,79,94,18,3,2.0,1,0,0
2914,Ref#48214,23,1,1,1,70,84,37,2,1.5,1,0,1
2915,Ref#49535,17,0,3,0,78,93,20,1,3.5,1,1,0
2916,Ref#96460,20,1,3,1,51,61,80,1,4.5,1,1,0
2917,Ref#40757,19,1,1,1,56,67,69,3,4.5,1,0,0
2918,Ref#42860,20,0,3,0,82,98,12,2,4.0,1,1,0
2919,Ref#67838,19,0,3,1,64,76,52,2,4.0,1,0,1
2920,Ref#72998,15,1,3,1,54,64,74,1,1.5,0,1,0
2921,Ref#81290,16,0,3,0,62,74,56,3,2.5,0,0,1
2922,Ref#11387,20,1,3,0,68,81,43,2,3.0,0,0,1
2923,Ref#16146,17,0,3,0,72,86,34,1,2.5,0,0,0
2924,Ref#17735,16,0,1,0,68,81,43,2,2.0,0,1,0
2925,Ref#17819,22,0,3,0,59,70,63,1,2.0,0,0,1
2926,Ref#18569,19,1,2,1,69,82,41,3,3.5,1,1,0
2927,Ref#19881,23,1,3,1,59,70,63,3,4.5,1,0,0
2928,Ref#21444,15,1,3,0,59,70,63,2,2.0,0,0,1
2929,Ref#26668,15,1,1,0,59,70,63,2,3.5,1,0,0
2930,Ref#27139,23,1,2,0,63,75,54,1,3.5,1,0,0
2931,Ref#31277,19,0,3,1,83,99,10,3,3.0,1,1,0
2932,Ref#31606,21,1,1,1,56,67,69,2,1.5,0,1,0
2933,Ref#38813,17,1,3,0,58,69,65,3,3.0,0,0,1
2934,Ref#40862,19,1,2,1,77,92,23,1,4.0,1,0,0
2935,Ref#41620,17,0,2,0,59,70,63,3,5.0,1,1,0
2936,Ref#43180,15,0,1,1,73,87,32,2,3.5,1,0,0
2937,Ref#43557,20,0,2,0,82,98,12,2,2.5,1,0,1
2938,Ref#45973,15,1,2,1,73,87,32,3,2.5,0,0,0
2939,Ref#49469,19,0,2,0,55,66,71,2,1.5,0,0,0
2940,Ref#40590,20,1,3,1,80,96,17,2,4.0,1,0,1
2941,Ref#82230,20,0,3,1,71,85,37,1,1.5,1,0,1
2942,Ref#10342,19,0,2,0,73,87,33,3,3.0,0,0,0
2943,Ref#12277,20,1,1,0,51,61,81,1,3.5,1,0,1
2944,Ref#14230,15,0,2,0,74,88,31,3,4.0,1,1,0
2945,Ref#14963,17,0,1,0,60,72,61,1,3.0,0,0,0
2946,Ref#20092,15,0,3,1,62,74,57,2,2.0,1,0,1
2947,Ref#20729,18,1,2,0,74,88,31,2,1.0,0,1,0
2948,Ref#22506,23,1,2,0,54,64,75,2,3.0,0,0,1
2949,Ref#23969,15,1,1,0,54,64,75,2,2.5,0,1,0
2950,Ref#23977,18,1,1,0,83,99,11,3,1.5,1,0,0
2951,Ref#24787,17,1,1,0,55,66,72,2,2.0,0,1,0
2952,Ref#29054,15,1,2,1,63,75,55,3,3.0,0,0,0
2953,Ref#31422,18,0,2,1,81,97,15,2,4.5,1,0,0
2954,Ref#35236,22,0,1,0,80,96,17,3,2.0,1,0,0
2955,Ref#35896,22,1,2,0,82,98,13,3,3.5,1,0,1
2956,Ref#38220,16,0,2,0,71,85,37,3,4.5,1,0,1
2957,Ref#38629,21,1,1,1,67,80,46,2,3.5,1,1,0
2958,Ref#40410,18,1,3,0,59,70,64,3,3.0,0,1,0
2959,Ref#40509,17,1,1,0,70,84,39,3,1.0,0,0,1
2960,Ref#41847,23,1,3,0,60,72,61,1,3.5,1,0,1
2961,Ref#44543,19,1,2,1,50,60,83,3,5.0,1,0,1
2962,Ref#47146,19,0,1,0,57,68,68,3,3.5,1,0,1
2963,Ref#47710,16,1,1,0,60,72,61,2,2.5,0,1,0
2964,Ref#20392,22,0,3,0,60,72,62,2,2.0,0,0,0
2965,Ref#44045,22,0,2,0,50,60,84,2,1.5,0,0,1
2966,Ref#47136,22,0,2,1,50,60,84,3,3.0,1,0,0
2967,Ref#69811,19,1,1,0,80,96,18,3,4.5,1,1,0
2968,Ref#79379,23,0,3,0,75,90,29,2,2.5,0,1,0
2969,Ref#84122,15,1,2,1,50,60,84,2,2.5,0,1,0
2970,Ref#11241,22,0,3,0,76,91,27,1,2.0,1,1,0
2971,Ref#11805,15,0,1,1,83,99,12,3,4.0,1,0,0
2972,Ref#14178,21,1,2,1,60,72,62,1,1.5,0,1,0
2973,Ref#22244,23,0,1,1,53,63,78,2,4.0,1,1,0
2974,Ref#26359,21,1,1,0,57,68,69,3,3.0,0,1,0
2975,Ref#29761,15,1,1,0,78,93,23,1,1.0,1,0,1
2976,Ref#30832,16,0,1,1,67,80,47,2,2.5,1,0,1
2977,Ref#41684,17,1,2,0,61,73,60,2,3.5,1,1,0
2978,Ref#44330,23,1,2,0,74,88,32,3,2.0,0,0,1
2979,Ref#46873,20,1,3,1,81,97,16,3,3.0,1,1,0
2980,Ref#90713,17,1,1,0,77,92,26,3,3.0,1,1,0
2981,Ref#92956,20,0,2,0,54,64,77,2,4.5,1,0,1
2982,Ref#96499,17,1,2,0,70,84,41,2,1.5,0,1,0
2983,Ref#11217,21,0,1,0,80,96,19,1,2.5,1,0,0
2984,Ref#11278,15,0,3,0,68,81,46,3,4.5,1,1,0
2985,Ref#12481,17,0,1,1,63,75,57,3,2.0,1,0,1
2986,Ref#14441,19,0,2,0,63,75,57,2,4.5,1,0,0
2987,Ref#14995,22,0,3,0,83,99,13,1,2.0,1,1,0
2988,Ref#15145,15,1,2,0,76,91,28,1,1.0,1,0,1
2989,Ref#15200,18,1,2,1,84,100,11,2,2.5,1,0,0
2990,Ref#15264,17,1,3,1,51,61,83,2,2.0,0,0,0
2991,Ref#16279,21,0,3,0,73,87,35,1,3.0,0,1,0
2992,Ref#16467,21,0,2,1,84,100,11,1,4.0,1,0,1
2993,Ref#17230,21,1,1,0,55,66,74,3,1.5,0,0,1
2994,Ref#18828,17,0,1,1,64,76,55,3,1.0,1,0,1
2995,Ref#21046,19,0,2,1,55,66,74,1,1.5,0,1,0
2996,Ref#22037,23,0,3,0,85,100,10,2,2.5,1,0,0
2997,Ref#23228,19,0,1,1,80,96,19,1,4.0,1,0,1
2998,Ref#24947,22,0,1,0,80,96,19,3,1.5,1,1,0
2999,Ref#28363,16,1,2,0,76,91,28,1,1.5,1,0,1
3000,Ref#31944,19,1,2,0,62,74,59,1,3.0,0,0,0
3001,Ref#34650,23,0,3,0,53,63,79,1,2.0,0,1,0
3002,Ref#36945,23,0,3,1,50,60,85,2,4.5,1,1,0
3003,Ref#43334,17,0,3,1,59,70,66,1,4.5,1,0,1
3004,Ref#47384,19,1,2,0,66,79,50,3,5.0,1,0,0
3005,Ref#49671,19,1,3,1,84,100,11,1,1.0,1,0,0
3006,Ref#49868,20,1,2,1,61,73,61,3,4.0,1,0,1
3007,Ref#15285,19,1,1,0,83,99,14,1,4.0,1,0,1
3008,Ref#28377,23,1,1,0,65,78,53,1,2.5,0,1,0
3009,Ref#38060,20,0,1,1,85,100,11,2,3.5,1,0,0
3010,Ref#65787,20,0,3,1,57,68,71,3,3.5,1,0,0
3011,Ref#13038,22,1,2,0,80,96,20,3,2.0,1,0,1
3012,Ref#18472,18,1,3,0,57,68,71,2,4.0,1,0,0
3013,Ref#24008,16,1,2,1,72,86,38,3,1.5,0,0,0
3014,Ref#26754,23,1,1,1,77,92,27,1,3.5,1,1,0
3015,Ref#31556,23,1,1,0,81,97,18,2,4.5,1,0,1
3016,Ref#32376,15,1,3,0,81,97,18,3,4.0,1,1,0
3017,Ref#38159,21,1,2,0,57,68,71,3,2.5,0,0,1
3018,Ref#41236,20,0,3,1,63,75,58,1,3.5,1,1,0
3019,Ref#45669,18,0,2,1,57,68,71,3,2.0,0,0,0
3020,Ref#38125,21,1,1,1,51,61,85,1,2.5,1,0,1
3021,Ref#33657,20,0,2,0,81,97,19,1,4.0,1,0,1
3022,Ref#40075,19,1,2,1,77,92,28,1,3.5,1,0,0
3023,Ref#80288,22,0,3,0,80,96,21,3,4.5,1,0,0
3024,Ref#99029,15,0,3,0,83,99,15,3,3.0,1,0,0
3025,Ref#17485,16,0,3,0,54,64,79,1,3.0,0,0,0
3026,Ref#19176,19,1,1,1,50,60,87,1,2.5,0,1,0
3027,Ref#19629,16,0,3,0,80,96,21,2,4.0,1,1,0
3028,Ref#21751,15,0,1,0,71,85,41,3,2.5,0,1,0
3029,Ref#24179,16,0,3,0,83,99,15,3,3.0,1,0,0
3030,Ref#25429,21,0,1,1,78,93,26,3,2.0,1,0,1
3031,Ref#26040,15,1,2,1,65,78,54,1,4.5,1,0,1
3032,Ref#26645,20,0,3,0,51,61,85,3,4.0,1,0,1
3033,Ref#36598,17,1,1,0,81,97,19,3,2.5,1,0,1
3034,Ref#43375,18,1,3,0,59,70,68,3,1.0,0,0,1
3035,Ref#46907,22,1,2,0,63,75,59,3,3.5,1,0,0
3036,Ref#47170,19,0,2,1,56,67,74,2,2.5,1,0,1
3037,Ref#47911,20,0,3,0,71,85,41,1,4.5,1,1,0
3038,Ref#48122,18,0,1,1,51,61,85,1,3.0,0,0,0
3039,Ref#22908,19,1,3,1,61,73,64,1,3.5,1,0,0
3040,Ref#57507,19,0,2,0,77,92,29,2,4.0,1,0,0
3041,Ref#24383,21,0,1,0,72,86,40,2,2.5,0,0,1
3042,Ref#45738,16,1,2,0,60,72,66,1,2.0,0,0,1
3043,Ref#65961,16,0,2,1,54,64,80,3,4.5,1,0,1
3044,Ref#12827,17,1,3,1,52,62,84,2,4.0,1,1,0
3045,Ref#13329,19,0,3,1,63,75,60,2,4.5,1,0,0
3046,Ref#13558,15,1,2,1,83,99,16,2,3.0,1,1,0
3047,Ref#15130,19,1,2,1,82,98,18,2,1.5,1,1,0
3048,Ref#16037,19,0,1,0,50,60,88,2,1.5,0,0,1
3049,Ref#20510,16,1,1,1,63,75,60,1,3.0,0,0,0
