/sentence/#id,/sentence/@id,Category,/sentence/aspectTerms/aspectTerm/@from,Polarity,Term,/sentence/aspectTerms/aspectTerm/@to,Text
1847,1251,HOTEL#GENERAL,14,positive,فيلا,18,جزيرة كابري - فيلا مشمسة رائعة فيلا ومضيفين متميزين!
1847,1251,SERVICE#GENERAL,37,positive,مضيفين,43,جزيرة كابري - فيلا مشمسة رائعة فيلا ومضيفين متميزين!
1848,1251,HOTEL#GENERAL,13,positive,الفيلا,19,استمتعت بهذه الفيلا المشمسة كثيرًا... كان من الممكن أن أستمر في الإقامة هناك.
1848,1251,HOTEL#GENERAL,64,positive,الإقامة,71,استمتعت بهذه الفيلا المشمسة كثيرًا... كان من الممكن أن أستمر في الإقامة هناك.
1849,1251,LOCATION#GENERAL,5,positive,الإطلالة,13,كانت الإطلالة من الغرف تطل على تمثال أبي الهول الشهير في كابري
1850,609,LOCATION#GENERAL,36,neutral,الفندق,42,رحلة عمل إلى الرياض مرحباً.. يتمركز الفندق بشكل جيد في قلب المدينة. مقابل المعلم  برج المملكة . طاقم العمل ودود. قضيت 3 ليال وكان لدي هناك لقاء عمل في الفندق نفسه.
1850,609,SERVICE#GENERAL,96,positive,طاقم العمل,106,رحلة عمل إلى الرياض مرحباً.. يتمركز الفندق بشكل جيد في قلب المدينة. مقابل المعلم  برج المملكة . طاقم العمل ودود. قضيت 3 ليال وكان لدي هناك لقاء عمل في الفندق نفسه.
1851,609,FACILITIES#GENERAL,0,neutral,مرافق,5,مرافق المؤتمر جيدة. الحمام نظيف ومرتب. كانت السجادة في الغرفة مخيبة للآمال.
1851,609,FACILITIES#CLEANLINESS,20,positive,الحمام,26,مرافق المؤتمر جيدة. الحمام نظيف ومرتب. كانت السجادة في الغرفة مخيبة للآمال.
1851,609,ROOMS_AMENITIES#QUALITY,44,negative,السجادة,51,مرافق المؤتمر جيدة. الحمام نظيف ومرتب. كانت السجادة في الغرفة مخيبة للآمال.
1852,609,HOTEL#GENERAL,21,neutral,الفندق,27,أوصي بالإقامة في هذا الفندق في رحلة عمل ليوم واحد فقط.
1853,1385,HOTEL#GENERAL,5,positive,مكان,9,أفضل مكان للإقامة في البتراء
1854,1385,SERVICE#GENERAL,27,positive,خدمة,31,"إذا كنت تبحث عن نُزُل يقدم خدمة ممتازة، به العديد من الرحالة الآخرين للدردشة معهم حول السفر،"
1854,1385,HOTEL#MISCELLANEOUS,53,positive,الرحالة,60,"إذا كنت تبحث عن نُزُل يقدم خدمة ممتازة، به العديد من الرحالة الآخرين للدردشة معهم حول السفر،"
1855,1385,HOTEL#PRICES,19,positive,المكان,25,وسعره معقول - فهذا المكان هو الذي تبحث عنه.
1856,1385,FACILITIES#PRICES,55,positive,أسعاره,61,"يقدم نُزُل بوابة البتراء كل ما أريده - فهو مريح ولطيف وأسعاره معقوله جدًا. إذا عدت إلى البتراء مرة أخرى (وما رأيته سيجعلني أعود بالتأكيد) فلن أفكر حتى في الإقامة في أي نُزُل آخر :-D توم بيسلر، براغ"
1856,1385,HOTEL#COMFORT,0,positive,NULL,0,"يقدم نُزُل بوابة البتراء كل ما أريده - فهو مريح ولطيف وأسعاره معقوله جدًا. إذا عدت إلى البتراء مرة أخرى (وما رأيته سيجعلني أعود بالتأكيد) فلن أفكر حتى في الإقامة في أي نُزُل آخر :-D توم بيسلر، براغ"
1856,1385,HOTEL#PRICES,0,positive,NULL,0,"يقدم نُزُل بوابة البتراء كل ما أريده - فهو مريح ولطيف وأسعاره معقوله جدًا. إذا عدت إلى البتراء مرة أخرى (وما رأيته سيجعلني أعود بالتأكيد) فلن أفكر حتى في الإقامة في أي نُزُل آخر :-D توم بيسلر، براغ"
1857,575,FACILITIES#GENERAL,0,positive,المنتجع,7,المنتجع جميل جدا مستوي النظافه جيد جدا و room service وكل العملاء محترمين جدا و ودودين جدا والبارات جميله جدا و حمامات السباحه واسعه وجميله
1857,575,SERVICE#GENERAL,58,positive,العملاء,65,المنتجع جميل جدا مستوي النظافه جيد جدا و room service وكل العملاء محترمين جدا و ودودين جدا والبارات جميله جدا و حمامات السباحه واسعه وجميله
1857,575,FACILITIES#GENERAL,92,positive,البارات,99,المنتجع جميل جدا مستوي النظافه جيد جدا و room service وكل العملاء محترمين جدا و ودودين جدا والبارات جميله جدا و حمامات السباحه واسعه وجميله
1857,575,FACILITIES#GENERAL,112,positive,حمامات السباحه,126,المنتجع جميل جدا مستوي النظافه جيد جدا و room service وكل العملاء محترمين جدا و ودودين جدا والبارات جميله جدا و حمامات السباحه واسعه وجميله
1858,575,FOOD_DRINKS#STYLE_OPTIONS,1,positive,الأكل,6,"والأكل متنوع بس الطعم متوسط والحلو هايل صاحه الفندق جميل جدا ومريح وواسع والبحر كان نضيف وبار لافيستا في وسط البحر حلو جدا , الصراحه كانت رحله ممتعه جدا"
1858,575,HOTEL#GENERAL,45,positive,الفندق,51,"والأكل متنوع بس الطعم متوسط والحلو هايل صاحه الفندق جميل جدا ومريح وواسع والبحر كان نضيف وبار لافيستا في وسط البحر حلو جدا , الصراحه كانت رحله ممتعه جدا"
1858,575,FACILITIES#GENERAL,74,positive,البحر,79,"والأكل متنوع بس الطعم متوسط والحلو هايل صاحه الفندق جميل جدا ومريح وواسع والبحر كان نضيف وبار لافيستا في وسط البحر حلو جدا , الصراحه كانت رحله ممتعه جدا"
1859,262,HOTEL#GENERAL,12,positive,فندق,16,رووووووووعه فندق جميل ورائع جدا والطاقم في قمة الاحترام وأنا اكتب هذا وأنا فقط في الليلة الأولى و باقي على الاقامه ليلتان عجيتي فكره المنيو الحلال في الفندق ولكن يعيبه بعده عن السنتر اذا كان يهمك ولكن اذا كانت معاك سيارة فهي ليست بعيده وايضاً توجد موصلات مجانا الى السنتر انصح بالاقامه به
1859,262,SERVICE#GENERAL,33,positive,الطاقم,39,رووووووووعه فندق جميل ورائع جدا والطاقم في قمة الاحترام وأنا اكتب هذا وأنا فقط في الليلة الأولى و باقي على الاقامه ليلتان عجيتي فكره المنيو الحلال في الفندق ولكن يعيبه بعده عن السنتر اذا كان يهمك ولكن اذا كانت معاك سيارة فهي ليست بعيده وايضاً توجد موصلات مجانا الى السنتر انصح بالاقامه به
1860,1946,HOTEL#GENERAL,59,negative,حجز,62,كاذبون لقد قمت خلال اجازتى الصيفية هذا العام فى رمضان بعمل حجز معهم عن طريق الهاتف وكان الاتفاق يشمل حجز فيلا لمدة ست ليالي تشمل الافطار و السحور وبعدما قطعت المسافة من القاهرة قابلنى نفس الموظف الذى عقدت معة الاتفاق عن طرق الهاتف وقال لى بانة اسف لن يستطيع اكمال الاتفاق
1860,1946,SERVICE#GENERAL,188,negative,الموظف,194,كاذبون لقد قمت خلال اجازتى الصيفية هذا العام فى رمضان بعمل حجز معهم عن طريق الهاتف وكان الاتفاق يشمل حجز فيلا لمدة ست ليالي تشمل الافطار و السحور وبعدما قطعت المسافة من القاهرة قابلنى نفس الموظف الذى عقدت معة الاتفاق عن طرق الهاتف وقال لى بانة اسف لن يستطيع اكمال الاتفاق
1861,1327,SERVICE#GENERAL,0,negative,الإدارة,7,الإدارة سيئة الإدارة تعاملها سلبي مع الضيوف ويرجعون الأمر لمالك الفندق الذي لم يعطهم السلطة في المرونة مع الضيوف.
1862,1327,FACILITIES#MISCELLANEOUS,0,negative,مطعم,4,مطعم الفندق لا يقدم نظام البوفيه لذا فوجبة الغداء أو العشاء تحتاج لقضاء ساعة ونصف حتى تنتهي منها وطعام المطعم ليس بالمستوى المطلوب .
1862,1327,FOOD_DRINKS#QUALITY,98,negative,طعام,102,مطعم الفندق لا يقدم نظام البوفيه لذا فوجبة الغداء أو العشاء تحتاج لقضاء ساعة ونصف حتى تنتهي منها وطعام المطعم ليس بالمستوى المطلوب .
1863,1327,SERVICE#GENERAL,0,negative,موظفي الاستقبال,15,موظفي الاستقبال بعضهم يحتاج إلى إعادة تأهيل وأسلوب اللباقة بعيد عنهم وكل موظف يقول لك شيء فتجدهم متناقضين مع بعضهم.
1864,48,HOTEL#GENERAL,0,positive,فندق,4,فندق رائع فندق جميل وراقي ونظيف وموقعه ممتاز بجانب مول الوحده يتميز بالهدوء وانصح بالاقامه فيه لكن هناك بعض الملاحظات اللي قد تهم البعض وهي انه لا يوجد شطافات في الحمامات والغرف نوع ما صغيره لكن هذه الملاحظات لا تؤثر أمام ايجابياته العديدة
1864,48,HOTEL#GENERAL,10,positive,فندق,14,فندق رائع فندق جميل وراقي ونظيف وموقعه ممتاز بجانب مول الوحده يتميز بالهدوء وانصح بالاقامه فيه لكن هناك بعض الملاحظات اللي قد تهم البعض وهي انه لا يوجد شطافات في الحمامات والغرف نوع ما صغيره لكن هذه الملاحظات لا تؤثر أمام ايجابياته العديدة
1864,48,LOCATION#GENERAL,33,positive,موقع,37,فندق رائع فندق جميل وراقي ونظيف وموقعه ممتاز بجانب مول الوحده يتميز بالهدوء وانصح بالاقامه فيه لكن هناك بعض الملاحظات اللي قد تهم البعض وهي انه لا يوجد شطافات في الحمامات والغرف نوع ما صغيره لكن هذه الملاحظات لا تؤثر أمام ايجابياته العديدة
1864,48,ROOMS#QUALITY,162,negative,الحمامات,170,فندق رائع فندق جميل وراقي ونظيف وموقعه ممتاز بجانب مول الوحده يتميز بالهدوء وانصح بالاقامه فيه لكن هناك بعض الملاحظات اللي قد تهم البعض وهي انه لا يوجد شطافات في الحمامات والغرف نوع ما صغيره لكن هذه الملاحظات لا تؤثر أمام ايجابياته العديدة
1864,48,ROOMS#DESIGN_FEATURES,172,negative,الغرف,177,فندق رائع فندق جميل وراقي ونظيف وموقعه ممتاز بجانب مول الوحده يتميز بالهدوء وانصح بالاقامه فيه لكن هناك بعض الملاحظات اللي قد تهم البعض وهي انه لا يوجد شطافات في الحمامات والغرف نوع ما صغيره لكن هذه الملاحظات لا تؤثر أمام ايجابياته العديدة
1865,2183,HOTEL#GENERAL,6,negative,الفندق,12,فااشل الفندق اولا لايصلح أبدا ابدا للعائلات الفرش قديم المنطقه مملوءة بنساء الليل حتى الفندق.
1865,2183,ROOMS_AMENITIES#QUALITY,44,negative,الفرش,49,فااشل الفندق اولا لايصلح أبدا ابدا للعائلات الفرش قديم المنطقه مملوءة بنساء الليل حتى الفندق.
1865,2183,ROOMS_AMENITIES#CLEANLINESS,0,negative,NULL,0,فااشل الفندق اولا لايصلح أبدا ابدا للعائلات الفرش قديم المنطقه مملوءة بنساء الليل حتى الفندق.
1866,2183,FACILITIES#GENERAL,32,negative,مسبح,36,طبعا الصوره. غير الحقيقة لايوجد مسبح ولما تسألهم بالصيانة اما بالنسبة للفطور والله حرام تدفع درهم واحد في الفطور فاشل فاشل فاشل
1866,2183,HOTEL#QUALITY,49,negative,بالصيانة,57,طبعا الصوره. غير الحقيقة لايوجد مسبح ولما تسألهم بالصيانة اما بالنسبة للفطور والله حرام تدفع درهم واحد في الفطور فاشل فاشل فاشل
1866,2183,FOOD_DRINKS#QUALITY,70,negative,للفطور,76,طبعا الصوره. غير الحقيقة لايوجد مسبح ولما تسألهم بالصيانة اما بالنسبة للفطور والله حرام تدفع درهم واحد في الفطور فاشل فاشل فاشل
1866,2183,FOOD_DRINKS#QUALITY,106,negative,الفطور,112,طبعا الصوره. غير الحقيقة لايوجد مسبح ولما تسألهم بالصيانة اما بالنسبة للفطور والله حرام تدفع درهم واحد في الفطور فاشل فاشل فاشل
1867,2183,FACILITIES#GENERAL,7,negative,خدمة توقيف السيارات,26,لايوجد خدمة توقيف السيارات الزجاج الخاص بغرف النوم لا تستطيع روية اي شيئ من كثرة الأوساخ بحجة بنايه بجنبهم تبنى السجاد الي بالغرف عاف عليه الدهر وله رائحه كريهها وانا لا انصح أبدا به والله كنت حاجز ليليتين وعملت الخروج من الصباح الباكر لعدم راحتنا به
1867,2183,FACILITIES#CLEANLINESS,40,negative,بغرف,44,لايوجد خدمة توقيف السيارات الزجاج الخاص بغرف النوم لا تستطيع روية اي شيئ من كثرة الأوساخ بحجة بنايه بجنبهم تبنى السجاد الي بالغرف عاف عليه الدهر وله رائحه كريهها وانا لا انصح أبدا به والله كنت حاجز ليليتين وعملت الخروج من الصباح الباكر لعدم راحتنا به
1867,2183,ROOMS_AMENITIES#QUALITY,112,negative,السجاد,118,لايوجد خدمة توقيف السيارات الزجاج الخاص بغرف النوم لا تستطيع روية اي شيئ من كثرة الأوساخ بحجة بنايه بجنبهم تبنى السجاد الي بالغرف عاف عليه الدهر وله رائحه كريهها وانا لا انصح أبدا به والله كنت حاجز ليليتين وعملت الخروج من الصباح الباكر لعدم راحتنا به
1867,2183,ROOMS_AMENITIES#CLEANLINESS,0,negative,NULL,0,لايوجد خدمة توقيف السيارات الزجاج الخاص بغرف النوم لا تستطيع روية اي شيئ من كثرة الأوساخ بحجة بنايه بجنبهم تبنى السجاد الي بالغرف عاف عليه الدهر وله رائحه كريهها وانا لا انصح أبدا به والله كنت حاجز ليليتين وعملت الخروج من الصباح الباكر لعدم راحتنا به
1867,2183,HOTEL#GENERAL,0,negative,NULL,0,لايوجد خدمة توقيف السيارات الزجاج الخاص بغرف النوم لا تستطيع روية اي شيئ من كثرة الأوساخ بحجة بنايه بجنبهم تبنى السجاد الي بالغرف عاف عليه الدهر وله رائحه كريهها وانا لا انصح أبدا به والله كنت حاجز ليليتين وعملت الخروج من الصباح الباكر لعدم راحتنا به
1868,1939,HOTEL#GENERAL,0,negative,الفندق,6,الفندق غير صالح للسياحة
1869,1939,HOTEL#GENERAL,0,negative,الفندق,6,الفندق غير صالح للسياحة ...يبعد عن المطار و السوق و المستشفيات 20 دقيقة
1869,1939,LOCATION#GENERAL,0,negative,NULL,0,الفندق غير صالح للسياحة ...يبعد عن المطار و السوق و المستشفيات 20 دقيقة
1870,1939,ROOMS#CLEANLINESS,27,negative,الغرف,32,كثرة الحشرات و البعوض داخل الغرف و الاغطية غير نظيفة .
1870,1939,ROOMS#CLEANLINESS,35,negative,الاغطية,42,كثرة الحشرات و البعوض داخل الغرف و الاغطية غير نظيفة .
1871,1939,FACILITIES#GENERAL,28,negative,الاستقبال,37,تبعد الغرفة 5 دقائق سيرا عن الاستقبال و المطاعم و لايوجد اسواق قريبه من الفندق .
1871,1939,FACILITIES#GENERAL,40,negative,المطاعم,47,تبعد الغرفة 5 دقائق سيرا عن الاستقبال و المطاعم و لايوجد اسواق قريبه من الفندق .
1871,1939,FACILITIES#GENERAL,57,negative,اسواق,62,تبعد الغرفة 5 دقائق سيرا عن الاستقبال و المطاعم و لايوجد اسواق قريبه من الفندق .
1872,1939,HOTEL#GENERAL,0,negative,الفندق,6,الفندق غير صالح للعائلات و الاطفال
1873,1025,HOTEL#DESIGN_FEATURES,47,positive,الفندق,53,فندق دار الإيمان جراند على شارع إبراهيم الخليل الفندق كبير عبارة عن برجين لكن بعيد عن الحرم حوالي كيلو
1873,1025,LOCATION#GENERAL,86,negative,الحرم,91,فندق دار الإيمان جراند على شارع إبراهيم الخليل الفندق كبير عبارة عن برجين لكن بعيد عن الحرم حوالي كيلو
1874,1025,HOTEL#CLEANLINESS,7,negative,النظافة,14,ومستوى النظافة متدني والغرف صغيرة طلبت غرفة بسريرين مفردين وتم أعطائي غرفة ب #1636; أسرة فكانت مزحومة جداً
1874,1025,ROOMS#DESIGN_FEATURES,22,negative,الغرف,27,ومستوى النظافة متدني والغرف صغيرة طلبت غرفة بسريرين مفردين وتم أعطائي غرفة ب #1636; أسرة فكانت مزحومة جداً
1875,1025,FACILITIES#PRICES,0,negative,النت,4,النت الساعة ب 300ريال
1876,1025,FOOD_DRINKS#STYLE_OPTIONS,0,positive,الإفطار,7,الإفطار متنوع وسعره مناسب جداً ب #1635;#1632; ريال أما الغداء فمتواضع وسعره ب #1638;#1632; ريال لن أكرر السكن فيه مرة أخرى بسبب بعده عن الحرم
1876,1025,FOOD_DRINKS#PRICES,55,positive,الغداء,61,الإفطار متنوع وسعره مناسب جداً ب #1635;#1632; ريال أما الغداء فمتواضع وسعره ب #1638;#1632; ريال لن أكرر السكن فيه مرة أخرى بسبب بعده عن الحرم
1876,1025,LOCATION#GENERAL,136,positive,الحرم,141,الإفطار متنوع وسعره مناسب جداً ب #1635;#1632; ريال أما الغداء فمتواضع وسعره ب #1638;#1632; ريال لن أكرر السكن فيه مرة أخرى بسبب بعده عن الحرم
1877,398,SERVICE#GENERAL,83,positive,الموظفون,91,"الابتسامة عنوانهم أنا الان اقيم فيه وحقيقة تسرك ابتساماتك وسعيهم لمساعدتك دائماً ، الموظفون ودودون والمطعم نوعا ما جيد ولديهم إطلالا رائعة من الشرفات علي الشاطئ الشاطئ نوعا ما مزدحم بالسكان المحليين"
1877,398,FACILITIES#GENERAL,100,neutral,المطعم,106,"الابتسامة عنوانهم أنا الان اقيم فيه وحقيقة تسرك ابتساماتك وسعيهم لمساعدتك دائماً ، الموظفون ودودون والمطعم نوعا ما جيد ولديهم إطلالا رائعة من الشرفات علي الشاطئ الشاطئ نوعا ما مزدحم بالسكان المحليين"
1877,398,LOCATION#GENERAL,142,positive,الشرفات,149,"الابتسامة عنوانهم أنا الان اقيم فيه وحقيقة تسرك ابتساماتك وسعيهم لمساعدتك دائماً ، الموظفون ودودون والمطعم نوعا ما جيد ولديهم إطلالا رائعة من الشرفات علي الشاطئ الشاطئ نوعا ما مزدحم بالسكان المحليين"
1878,398,FACILITIES#GENERAL,14,neutral,الانترنت,22,انصح بارتياده الانترنت جيد في اللوبي لكن بطئ في الغرف لا إزعاج في الغرف
1878,398,ROOMS#COMFORT,48,neutral,الغرف,53,انصح بارتياده الانترنت جيد في اللوبي لكن بطئ في الغرف لا إزعاج في الغرف
1879,713,HOTEL#COMFORT,5,positive,اقامة,10,افضل اقامة في اطهر مكان في العالم .
1879,713,LOCATION#GENERAL,0,positive,NULL,0,افضل اقامة في اطهر مكان في العالم .
1880,713,LOCATION#GENERAL,5,positive,اطلالة,11,افضل اطلالة على بيت الله الحرام .
1881,713,SERVICE#GENERAL,5,positive,خدمة,9,افضل خدمة لنزلاء الفندوق من خدمة الانترنت الى تلبية جميع احتياجات المطلوبة.
1881,713,FACILITIES#GENERAL,28,positive,خدمة الانترنت,41,افضل خدمة لنزلاء الفندوق من خدمة الانترنت الى تلبية جميع احتياجات المطلوبة.
1882,713,HOTEL#CLEANLINESS,5,positive,نظافة,10,افضل نظافة .
1883,713,FOOD_DRINKS#QUALITY,5,positive,طعام,9,افضل طعام مقدم في المطاعم التابعة للفندق.
1883,713,FACILITIES#GENERAL,18,positive,المطاعم التابعة للفندق,40,افضل طعام مقدم في المطاعم التابعة للفندق.
1884,2130,HOTEL#GENERAL,0,negative,NULL,0,إنه ليس حلمًا لا يوجد ما يقال أكثر من أنه بغيض بكل الأحوال. لقد أقمنا في عدة فنادق في دبي ولم يسبق لنا الشعور بخيبة الأمل ولكن هذا الفندق كان شنيعًا بحق.
1885,2130,ROOMS#CLEANLINESS,57,negative,غرفتنا,63,كما كان الأمر المهم بالنسبة لي هو أنه كان قذرًا في كل من غرفتنا وقاعة الإفطار.
1886,2109,SERVICE#GENERAL,10,positive,موظفي الاستقبال,25,حسن تعامل موظفي الاستقبال اشكر جميع الموظفين على حسن الاستقبال
1886,2109,SERVICE#GENERAL,36,positive,الموظفين,44,حسن تعامل موظفي الاستقبال اشكر جميع الموظفين على حسن الاستقبال
1887,1915,ROOMS#CLEANLINESS,11,negative,الغرف,16,"إبق بعيداً الغرف في حالة مزرية ، فكان علي استبدالها نظراً لرائحة سيئة للغاية تنبعث من التكييف وباب دورة المياه المُعطل."
1887,1915,ROOMS_AMENITIES#CLEANLINESS,86,negative,التكييف,93,"إبق بعيداً الغرف في حالة مزرية ، فكان علي استبدالها نظراً لرائحة سيئة للغاية تنبعث من التكييف وباب دورة المياه المُعطل."
1887,1915,FACILITIES#QUALITY,95,negative,باب دورة المياه,110,"إبق بعيداً الغرف في حالة مزرية ، فكان علي استبدالها نظراً لرائحة سيئة للغاية تنبعث من التكييف وباب دورة المياه المُعطل."
1888,1915,ROOMS_AMENITIES#CLEANLINESS,24,negative,أجهزة التكييف,37,يبدو أن التنظيف السليم لأجهزة التكييف هو أشبه باللغز لديهم.
1889,1915,FACILITIES#COMFORT,0,negative,المطعم,6,المطعم الإيطالي مرعب! فنوع المشروبات المُدرجة في الإقامة لا يمكن قبولها. الشاطئ جميل.
1889,1915,FOOD_DRINKS#STYLE_OPTIONS,27,negative,المشروبات,36,المطعم الإيطالي مرعب! فنوع المشروبات المُدرجة في الإقامة لا يمكن قبولها. الشاطئ جميل.
1889,1915,FACILITIES#GENERAL,73,negative,الشاطئ,79,المطعم الإيطالي مرعب! فنوع المشروبات المُدرجة في الإقامة لا يمكن قبولها. الشاطئ جميل.
1890,148,SERVICE#GENERAL,35,positive,موظفون,41,"فندق جويا، ماكاو  تم تجديده مؤخرا، موظفون ودودون ومكان نظيف. معظم الغرف بسريرين، كل سرير يسع شخصًا واحدًا، بعضها بشرفات تطل على منظر جميل. احجز عبر agoda.com لأسعاره المنخفضة. يوحي اسم النادي الموجود بالردهة في الطابق السفلي بأنه ملهى ليلي."
1890,148,LOCATION#GENERAL,50,positive,مكان,54,"فندق جويا، ماكاو  تم تجديده مؤخرا، موظفون ودودون ومكان نظيف. معظم الغرف بسريرين، كل سرير يسع شخصًا واحدًا، بعضها بشرفات تطل على منظر جميل. احجز عبر agoda.com لأسعاره المنخفضة. يوحي اسم النادي الموجود بالردهة في الطابق السفلي بأنه ملهى ليلي."
1890,148,ROOMS_AMENITIES#GENERAL,114,positive,شرفات,119,"فندق جويا، ماكاو  تم تجديده مؤخرا، موظفون ودودون ومكان نظيف. معظم الغرف بسريرين، كل سرير يسع شخصًا واحدًا، بعضها بشرفات تطل على منظر جميل. احجز عبر agoda.com لأسعاره المنخفضة. يوحي اسم النادي الموجود بالردهة في الطابق السفلي بأنه ملهى ليلي."
1890,148,HOTEL#PRICES,158,positive,لأسعار,164,"فندق جويا، ماكاو  تم تجديده مؤخرا، موظفون ودودون ومكان نظيف. معظم الغرف بسريرين، كل سرير يسع شخصًا واحدًا، بعضها بشرفات تطل على منظر جميل. احجز عبر agoda.com لأسعاره المنخفضة. يوحي اسم النادي الموجود بالردهة في الطابق السفلي بأنه ملهى ليلي."
1891,126,HOTEL#GENERAL,10,positive,قرية,14,حاجة تمام قرية جميلة وكل حاجة فيها تمام الطعام كويس الغرف تمام حمام السباحة البحر منظر جميل الغطس حاجة رائعة احلي حاجة برضوة الديسكو والبار والجو جميل وطاقم العمل بجد فريق يفرح فيها العظمة في الشكل فيها ديكور كويس المناظر الطبيعية
1891,126,FACILITIES#GENERAL,40,positive,الطعام,46,حاجة تمام قرية جميلة وكل حاجة فيها تمام الطعام كويس الغرف تمام حمام السباحة البحر منظر جميل الغطس حاجة رائعة احلي حاجة برضوة الديسكو والبار والجو جميل وطاقم العمل بجد فريق يفرح فيها العظمة في الشكل فيها ديكور كويس المناظر الطبيعية
1891,126,ROOMS#QUALITY,52,neutral,الغرف,57,حاجة تمام قرية جميلة وكل حاجة فيها تمام الطعام كويس الغرف تمام حمام السباحة البحر منظر جميل الغطس حاجة رائعة احلي حاجة برضوة الديسكو والبار والجو جميل وطاقم العمل بجد فريق يفرح فيها العظمة في الشكل فيها ديكور كويس المناظر الطبيعية
1891,126,SERVICE#GENERAL,167,positive,فريق,171,حاجة تمام قرية جميلة وكل حاجة فيها تمام الطعام كويس الغرف تمام حمام السباحة البحر منظر جميل الغطس حاجة رائعة احلي حاجة برضوة الديسكو والبار والجو جميل وطاقم العمل بجد فريق يفرح فيها العظمة في الشكل فيها ديكور كويس المناظر الطبيعية
1891,126,ROOMS_AMENITIES#GENERAL,203,neutral,ديكور,208,حاجة تمام قرية جميلة وكل حاجة فيها تمام الطعام كويس الغرف تمام حمام السباحة البحر منظر جميل الغطس حاجة رائعة احلي حاجة برضوة الديسكو والبار والجو جميل وطاقم العمل بجد فريق يفرح فيها العظمة في الشكل فيها ديكور كويس المناظر الطبيعية
1892,415,HOTEL#GENERAL,0,positive,فندق,4,"فندق رائع! قريب، لكن بعيد عن كل شيء!  ماالذي يمكن أن يقوله مونتي أكثر مما تم نشره كعنوان. وحدات سكنية رائعة وكبيرة على طراز الشقق مجهزة بالكامل."
1892,415,FACILITIES#GENERAL,90,positive,وحدات سكنية,101,"فندق رائع! قريب، لكن بعيد عن كل شيء!  ماالذي يمكن أن يقوله مونتي أكثر مما تم نشره كعنوان. وحدات سكنية رائعة وكبيرة على طراز الشقق مجهزة بالكامل."
1893,415,LOCATION#GENERAL,0,positive,موقع,4,موقع جميل وأراضي بديعة. حمام سباحة رائع. تحصل حتى على  إفطار  مجاني.
1893,415,FACILITIES#GENERAL,24,positive,حمام سباحة,34,موقع جميل وأراضي بديعة. حمام سباحة رائع. تحصل حتى على  إفطار  مجاني.
1893,415,FOOD_DRINKS#PRICES,55,positive,إفطار,60,موقع جميل وأراضي بديعة. حمام سباحة رائع. تحصل حتى على  إفطار  مجاني.
1894,415,HOTEL#GENERAL,75,positive,المنتجع,82,لمسة رائعة. حسنا فعلتم يا وورلدكويست! لن تشعر بالأسف إذا قمت بالحجز في هذا المنتجع!
1895,1990,ROOMS#GENERAL,0,negative,الغرف,5,الغرف عادية جدا لا ترتقي للتميز
1896,1990,ROOMS#PRICES,0,negative,السعر,5,السعر بالنسبة للغرفة عالي جدا جدا
1897,1990,ROOMS#QUALITY,58,negative,الفندق,64,بمقارنة مستوى الفنادق الخمس نجوم تحديدا بالغرفة يعتبر هذا الفندق الها من حيث الفخامة مقارنة بسعره العالي
1897,1990,ROOMS#PRICES,0,negative,NULL,0,بمقارنة مستوى الفنادق الخمس نجوم تحديدا بالغرفة يعتبر هذا الفندق الها من حيث الفخامة مقارنة بسعره العالي
1898,1990,LOCATION#GENERAL,6,positive,الفندق,12,يتميز الفندق موقعه و وجود مول للتسوق
1899,1629,HOTEL#GENERAL,4,negative,الفندق,10,"هذا الفندق سيء جدًا، الغرف ذات الحمام لا يوجد بها دش ولا مياه هذا الفندق سيء جدًا فالغرف ذات الحمام لا يوجد بها دش ولا مياه، ونظافة الغرف ليست مثل الفنادق التي ذهبت إليها من قبل."
1899,1629,ROOMS#GENERAL,21,negative,الغرف,26,"هذا الفندق سيء جدًا، الغرف ذات الحمام لا يوجد بها دش ولا مياه هذا الفندق سيء جدًا فالغرف ذات الحمام لا يوجد بها دش ولا مياه، ونظافة الغرف ليست مثل الفنادق التي ذهبت إليها من قبل."
1899,1629,HOTEL#GENERAL,66,negative,الفندق,72,"هذا الفندق سيء جدًا، الغرف ذات الحمام لا يوجد بها دش ولا مياه هذا الفندق سيء جدًا فالغرف ذات الحمام لا يوجد بها دش ولا مياه، ونظافة الغرف ليست مثل الفنادق التي ذهبت إليها من قبل."
1899,1629,ROOMS#CLEANLINESS,85,negative,غرف,88,"هذا الفندق سيء جدًا، الغرف ذات الحمام لا يوجد بها دش ولا مياه هذا الفندق سيء جدًا فالغرف ذات الحمام لا يوجد بها دش ولا مياه، ونظافة الغرف ليست مثل الفنادق التي ذهبت إليها من قبل."
1899,1629,ROOMS#GENERAL,132,negative,الغرف,137,"هذا الفندق سيء جدًا، الغرف ذات الحمام لا يوجد بها دش ولا مياه هذا الفندق سيء جدًا فالغرف ذات الحمام لا يوجد بها دش ولا مياه، ونظافة الغرف ليست مثل الفنادق التي ذهبت إليها من قبل."
1900,1629,HOTEL#GENERAL,0,negative,فندق,4,"فندق رديء جدًا والغرف بها الكثير من الغبار والباب لا يُغلق جيدًا، والشيء الجميل هو أن هذا الفندق قريب من ميدان التحرير، ولكن هذا كل شيء."
